level_id,object_key,object_type,relevance_class,relevance_score,solvability_changed,winning_first_action_change,strategy_family_change,dependency_graph_change,polarity_transition_change,meaningful_decision_change,ordering_constraint_change,line_of_sight_change,cancellation_change,route_structure_change,analysis_complete
"d2-v5-medium-055","arrow:a2","ARROW","MEDIUM","0.2097","false","0.25","0.0","0.1111","0.3636","0.0","0.125","0.1429","0.7143","0.1","true"
"d2-v5-medium-055","arrow:a3","ARROW","MEDIUM","0.2476","false","0.3333","0.5","0.0","0.6061","0.0","0.125","0.0","0.7143","0.0","true"
"d2-v5-medium-055","arrow:a4","ARROW","MEDIUM","0.1485","false","0.0","0.0","0.0278","0.3636","0.0","0.125","0.0","0.7143","0.1","true"
"d2-v5-medium-055","arrow:a5","ARROW","MEDIUM","0.3026","false","0.3333","0.5","0.2059","0.6061","0.0","0.125","0.0","0.7143","0.1","true"
"d2-v5-medium-055","arrow:a6","ARROW","CRITICAL","1.0","true","1.0","1.0","0.1613","0.6818","0.0","1.0","0.0","0.2143","0.0909","true"
"d2-v5-medium-055","magnet:m1","MAGNET","MEDIUM","0.3225","false","0.0","0.0","0.4884","0.5152","0.0","0.5","0.1667","1.0","0.5","true"
"d2-v5-medium-055","magnet:m2","MAGNET","MEDIUM","0.323","false","0.2","0.2","0.3488","0.4545","0.0","0.5","0.1667","1.0","0.3571","true"
"d2-v5-medium-055","wall:4,5","WALL","MEDIUM","0.1254","false","0.0","0.0","0.2281","0.1316","0.0","0.1111","0.2","0.125","0.3684","true"
"d2-v5-expert-056","arrow:a1","ARROW","HIGH","0.4321","false","0.25","0.25","0.4286","0.75","0.0","1.0","0.0","0.75","0.0","true"
"d2-v5-expert-056","arrow:a2","ARROW","HIGH","0.4829","false","0.25","0.25","0.6","0.75","0.0","1.0","0.0","0.75","0.75","true"
"d2-v5-expert-056","arrow:a3","ARROW","MEDIUM","0.2349","false","0.0","0.3333","0.0769","0.75","0.0","0.25","0.0","0.75","0.0","true"
"d2-v5-expert-056","arrow:a4","ARROW","MEDIUM","0.224","false","0.0","0.3333","0.0","0.75","0.0","0.25","0.0","0.75","0.0","true"
"d2-v5-expert-056","arrow:a5","ARROW","MEDIUM","0.1723","false","0.3333","0.0","0.0","0.4375","0.0","0.25","0.0","0.4375","0.0","true"
"d2-v5-expert-056","magnet:m1","MAGNET","IRRELEVANT","0.0143","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1429","0.0","0.0","true"
"d2-v5-expert-056","magnet:m2","MAGNET","HIGH","0.4013","false","0.25","0.25","0.5","0.625","0.0","1.0","0.0","0.625","0.4","true"
"d2-v5-expert-056","magnet:m3","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-056","magnet:m4","MAGNET","MEDIUM","0.2069","false","0.3333","0.3333","0.0588","0.625","0.0","0.0","0.0","0.625","0.1667","true"
"d2-v5-expert-056","magnet:m5","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-056","wall:4,5","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-056","wall:8,3","WALL","MEDIUM","0.3439","false","0.4","0.4","0.3125","0.4375","0.0","1.0","0.1429","0.2","0.0","true"
"d2-v5-hard-057","arrow:a1","ARROW","HIGH","0.4155","false","0.25","0.0","0.4286","0.7778","0.0","1.0","0.0","0.75","0.0","true"
"d2-v5-hard-057","arrow:a2","ARROW","HIGH","0.418","false","0.0","0.0","0.4286","0.7778","0.0","1.0","0.375","0.75","0.4","true"
"d2-v5-hard-057","arrow:a3","ARROW","MEDIUM","0.2104","false","0.0","0.25","0.0","0.6667","0.0","0.25","0.0","0.75","0.0","true"
"d2-v5-hard-057","arrow:a4","ARROW","MEDIUM","0.1525","false","0.0","0.25","0.0","0.5","0.0","0.25","0.0","0.5","0.0","true"
"d2-v5-hard-057","arrow:a5","ARROW","MEDIUM","0.2424","false","0.0","0.25","0.1429","0.6667","0.0","0.25","0.0","0.75","0.25","true"
"d2-v5-hard-057","magnet:m1","MAGNET","MEDIUM","0.315","false","0.25","0.25","0.1579","0.7778","0.0","0.25","0.4286","1.0","0.0","true"
"d2-v5-hard-057","magnet:m2","MAGNET","HIGH","0.3799","false","0.2","0.2","0.4","0.3333","0.0","1.0","0.25","1.0","0.3333","true"
"d2-v5-hard-057","wall:5,6","WALL","MEDIUM","0.2864","false","0.2","0.2","0.1667","0.25","0.0","1.0","0.25","0.2727","0.375","true"
"d2-v5-medium-058","arrow:a1","ARROW","HIGH","0.63","false","0.3333","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-medium-058","arrow:a2","ARROW","MEDIUM","0.1459","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-medium-058","arrow:a3","ARROW","HIGH","0.64","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-medium-058","arrow:a4","ARROW","MEDIUM","0.1459","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-medium-058","magnet:m1","MAGNET","IRRELEVANT","0.0038","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-058","magnet:m2","MAGNET","HIGH","0.3515","false","0.5","0.0","0.0833","0.5","0.5","1.0","0.0","0.0","0.5","true"
"d2-v5-medium-058","magnet:m3","MAGNET","MEDIUM","0.2881","false","0.25","0.25","0.2","0.0","0.0","1.0","0.5","0.0","0.3333","true"
"d2-v5-medium-058","wall:4,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-master-059","arrow:a1","ARROW","HIGH","0.4811","false","0.5","0.0","0.3043","0.7692","0.5","0.5714","0.3333","1.0","0.1667","true"
"d2-v5-master-059","arrow:a2","ARROW","CRITICAL","1.0","true","1.0","1.0","0.7619","1.0","0.5","1.0","0.4","0.875","0.5","true"
"d2-v5-master-059","arrow:a3","ARROW","MEDIUM","0.3036","false","0.0","0.0","0.1154","0.8077","0.5","0.5714","0.0","0.25","0.2222","true"
"d2-v5-master-059","arrow:a4","ARROW","MEDIUM","0.2389","false","0.0","0.0","0.2222","0.5385","0.0","0.2857","0.0","0.625","0.25","true"
"d2-v5-master-059","arrow:a5","ARROW","MEDIUM","0.2339","false","0.5","0.0","0.0","0.5385","0.0","0.2857","0.0","0.625","0.0","true"
"d2-v5-master-059","magnet:m1","MAGNET","IRRELEVANT","0.0083","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0833","0.0","0.0","true"
"d2-v5-master-059","magnet:m2","MAGNET","HIGH","0.5042","false","0.5","0.5","0.5294","0.3846","0.5","1.0","0.1111","0.5","0.5","true"
"d2-v5-master-059","magnet:m3","MAGNET","IRRELEVANT","0.025","false","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","true"
"d2-v5-master-059","magnet:m4","MAGNET","MEDIUM","0.3152","false","0.75","0.3333","0.2647","0.0385","0.0","0.5714","0.3333","0.2","0.2727","true"
"d2-v5-master-059","wall:2,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-master-059","wall:3,2","WALL","CRITICAL","1.0","true","1.0","1.0","0.5833","0.7692","0.5","1.0","0.1818","0.625","0.3","true"
"d2-v5-master-059","wall:8,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-060","arrow:a1","ARROW","HIGH","0.64","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-easy-060","arrow:a2","ARROW","HIGH","0.6264","false","0.3333","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-easy-060","arrow:a3","ARROW","MEDIUM","0.1445","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-easy-060","arrow:a4","ARROW","MEDIUM","0.1445","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-easy-060","magnet:m1","MAGNET","CRITICAL","0.6912","false","0.25","0.25","1.0","1.0","1.0","1.0","0.3333","0.0","1.0","true"
"d2-v5-easy-060","magnet:m2","MAGNET","IRRELEVANT","0.0286","false","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","true"
"d2-v5-easy-060","wall:2,2","WALL","HIGH","0.436","false","0.25","0.25","0.4545","0.6","0.5","1.0","0.2","0.0","0.5714","true"
"d2-v5-easy-060","wall:3,4","WALL","LOW","0.0388","false","0.0","0.0","0.0833","0.0","0.0","0.0","0.0","0.0","0.3333","true"
"d2-v5-hard-061","arrow:a1","ARROW","MEDIUM","0.1459","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-hard-061","arrow:a2","ARROW","MEDIUM","0.1497","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-hard-061","arrow:a3","ARROW","HIGH","0.64","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-hard-061","arrow:a4","ARROW","HIGH","0.63","false","0.3333","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-hard-061","magnet:m1","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-061","magnet:m2","MAGNET","MEDIUM","0.2631","false","0.25","0.25","0.2","0.0","0.0","1.0","0.25","0.0","0.3333","true"
"d2-v5-hard-061","magnet:m3","MAGNET","MEDIUM","0.1892","false","0.0","0.0","0.4","0.5","0.0","0.0","0.3333","0.0","0.4","true"
"d2-v5-hard-061","magnet:m4","MAGNET","HIGH","0.3536","false","0.5","0.0","0.5417","0.5","0.5","0.0","0.25","0.0","0.7143","true"
"d2-v5-hard-061","wall:1,3","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-062","arrow:a1","ARROW","MEDIUM","0.171","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-easy-062","arrow:a2","ARROW","HIGH","0.3941","false","0.0","0.0","0.2857","0.8","0.5","1.0","0.0","0.0","0.3333","true"
"d2-v5-easy-062","arrow:a3","ARROW","HIGH","0.4732","false","0.5","0.25","0.2","0.6","0.5","1.0","0.0","1.0","0.0","true"
"d2-v5-easy-062","arrow:a4","ARROW","MEDIUM","0.1733","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.5","0.0","true"
"d2-v5-easy-062","arrow:a5","ARROW","HIGH","0.4563","false","0.25","0.25","0.2727","0.6","0.5","1.0","0.0","1.0","0.0","true"
"d2-v5-easy-062","magnet:m1","MAGNET","MEDIUM","0.2452","false","0.3333","0.3333","0.1154","0.5","0.0","0.3333","0.1429","0.5","0.2222","true"
"d2-v5-easy-062","magnet:m2","MAGNET","HIGH","0.4481","false","0.25","0.25","0.4","0.4","0.5","1.0","0.0","1.0","0.4286","true"
"d2-v5-easy-062","magnet:m3","MAGNET","LOW","0.1073","false","0.0","0.0","0.2581","0.375","0.0","0.0","0.0","0.0","0.2222","true"
"d2-v5-medium-063","arrow:a1","ARROW","HIGH","0.64","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-medium-063","arrow:a2","ARROW","CRITICAL","0.65","false","0.5","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-medium-063","arrow:a3","ARROW","MEDIUM","0.1767","false","0.0","0.5","0.0","0.5","0.0","0.5","0.0","0.0","0.0","true"
"d2-v5-medium-063","magnet:m1","MAGNET","IRRELEVANT","0.025","false","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","true"
"d2-v5-medium-063","magnet:m2","MAGNET","CRITICAL","0.7875","false","0.3333","0.3333","1.0","1.0","1.0","1.0","0.5","1.0","1.0","true"
"d2-v5-medium-063","magnet:m3","MAGNET","IRRELEVANT","0.025","false","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","true"
"d2-v5-medium-063","magnet:m4","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-063","wall:4,2","WALL","MEDIUM","0.2602","false","0.3333","0.3333","0.2","0.0","0.0","1.0","0.25","0.0","0.0","true"
"d2-v5-expert-064","arrow:a1","ARROW","CRITICAL","0.7","false","0.25","0.25","1.0","1.0","1.0","1.0","0.0","1.0","0.0","true"
"d2-v5-expert-064","arrow:a2","ARROW","CRITICAL","0.7344","false","0.25","0.25","1.0","1.0","1.0","1.0","0.0","1.0","1.0","true"
"d2-v5-expert-064","arrow:a3","ARROW","MEDIUM","0.1819","false","0.3333","0.0","0.0","0.5","0.0","0.25","0.0","0.5","0.0","true"
"d2-v5-expert-064","arrow:a4","ARROW","MEDIUM","0.156","false","0.0","0.3333","0.0","0.5","0.0","0.25","0.0","0.5","0.0","true"
"d2-v5-expert-064","arrow:a5","ARROW","MEDIUM","0.1623","false","0.0","0.3333","0.0","0.5","0.0","0.25","0.0","0.5","0.0","true"
"d2-v5-expert-064","magnet:m1","MAGNET","LOW","0.085","false","0.0","0.0","0.0","0.0","0.0","0.0","0.25","1.0","0.0","true"
"d2-v5-expert-064","magnet:m2","MAGNET","HIGH","0.5044","false","0.25","0.25","0.6667","1.0","0.0","1.0","0.0","1.0","0.5","true"
"d2-v5-expert-064","wall:3,3","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-064","wall:5,2","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-064","wall:6,2","WALL","HIGH","0.436","false","0.4","0.4","0.4167","1.0","0.0","1.0","0.25","0.1111","0.0","true"
"d2-v5-hard-065","arrow:a1","ARROW","HIGH","0.64","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-hard-065","arrow:a2","ARROW","HIGH","0.63","false","0.3333","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-hard-065","arrow:a3","ARROW","MEDIUM","0.1459","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-hard-065","arrow:a4","ARROW","MEDIUM","0.1497","false","0.0","0.3333","0.0","0.5","0.0","0.3333","0.0","0.0","0.0","true"
"d2-v5-hard-065","magnet:m1","MAGNET","MEDIUM","0.1892","false","0.0","0.0","0.4","0.5","0.0","0.0","0.3333","0.0","0.4","true"
"d2-v5-hard-065","magnet:m2","MAGNET","HIGH","0.3536","false","0.5","0.0","0.5417","0.5","0.5","0.0","0.25","0.0","0.7143","true"
"d2-v5-hard-065","magnet:m3","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-065","magnet:m4","MAGNET","MEDIUM","0.2631","false","0.25","0.25","0.2","0.0","0.0","1.0","0.25","0.0","0.3333","true"
"d2-v5-hard-065","wall:2,6","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-066","arrow:a1","ARROW","HIGH","0.4285","false","0.5","0.5","0.4688","0.4444","0.0","1.0","0.0","0.0","0.4167","true"
"d2-v5-medium-066","arrow:a2","ARROW","HIGH","0.3535","false","0.3333","0.3333","0.6379","0.3333","0.0","0.5","0.0","0.0","0.5789","true"
"d2-v5-medium-066","arrow:a3","ARROW","MEDIUM","0.2446","false","0.0","0.5","0.0303","0.4444","0.0","1.0","0.0","0.0","0.0","true"
"d2-v5-medium-066","arrow:a4","ARROW","MEDIUM","0.2957","false","0.3333","0.3333","0.4655","0.3333","0.0","0.5","0.0","0.0","0.4211","true"
"d2-v5-medium-066","arrow:a5","ARROW","CRITICAL","1.0","true","1.0","1.0","0.8529","1.0","1.0","1.0","0.4444","0.0","0.6154","true"
"d2-v5-medium-066","arrow:a6","ARROW","MEDIUM","0.1543","false","0.0","0.0","0.4231","0.25","0.0","0.0","0.0","0.0","0.4118","true"
"d2-v5-medium-066","magnet:m1","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.7143","1.0","0.5","1.0","1.0","0.0","0.6","true"
"d2-v5-medium-066","wall:2,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-medium-066","wall:5,4","WALL","MEDIUM","0.2322","false","0.3333","0.3333","0.4179","0.561","0.0","0.0","0.0","0.0","0.3913","true"
"d2-v5-master-067","arrow:a1","ARROW","CRITICAL","0.7","false","0.25","0.25","1.0","1.0","1.0","1.0","0.0","1.0","0.0","true"
"d2-v5-master-067","arrow:a2","ARROW","CRITICAL","0.7324","false","0.25","0.25","1.0","1.0","1.0","1.0","0.0","1.0","1.0","true"
"d2-v5-master-067","arrow:a3","ARROW","MEDIUM","0.1806","false","0.3333","0.0","0.0","0.5","0.0","0.25","0.0","0.5","0.0","true"
"d2-v5-master-067","arrow:a4","ARROW","MEDIUM","0.1584","false","0.0","0.3333","0.0","0.5","0.0","0.25","0.0","0.5","0.0","true"
"d2-v5-master-067","arrow:a5","ARROW","MEDIUM","0.1614","false","0.0","0.3333","0.0","0.5","0.0","0.25","0.0","0.5","0.0","true"
"d2-v5-master-067","magnet:m1","MAGNET","LOW","0.085","false","0.0","0.0","0.0","0.0","0.0","0.0","0.25","1.0","0.0","true"
"d2-v5-master-067","magnet:m2","MAGNET","HIGH","0.5038","false","0.25","0.25","0.6667","1.0","0.0","1.0","0.0","1.0","0.5","true"
"d2-v5-master-067","wall:4,2","WALL","HIGH","0.4355","false","0.4","0.4","0.4167","1.0","0.0","1.0","0.25","0.1111","0.0","true"
"d2-v5-master-067","wall:5,1","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-068","arrow:a1","ARROW","CRITICAL","0.65","false","0.5","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","true"
"d2-v5-easy-068","arrow:a2","ARROW","HIGH","0.6323","false","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-easy-068","arrow:a3","ARROW","MEDIUM","0.1715","false","0.0","0.5","0.0","0.5","0.0","0.5","0.0","0.0","0.0","true"
"d2-v5-easy-068","magnet:m1","MAGNET","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-068","magnet:m2","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.8889","1.0","1.0","1.0","0.5","0.0","0.6667","true"
"d2-v5-easy-068","magnet:m3","MAGNET","LOW","0.0333","false","0.0","0.0","0.0","0.0","0.0","0.0","0.3333","0.0","0.0","true"
"d2-v5-easy-068","wall:2,2","WALL","CRITICAL","0.6682","false","0.3333","0.3333","1.0","1.0","1.0","1.0","0.0","0.0","1.0","true"
"d2-v5-easy-068","wall:2,8","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-068","wall:4,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-069","arrow:a1","ARROW","MEDIUM","0.3101","false","0.0","0.3333","0.0","0.7241","0.5","0.2","0.125","0.8333","0.0","true"
"d2-v5-hard-069","arrow:a2","ARROW","MEDIUM","0.3408","false","0.3333","0.3333","0.16","0.7931","0.5","0.2","0.0","0.3333","0.0","true"
"d2-v5-hard-069","arrow:a3","ARROW","HIGH","0.4056","false","0.3333","0.0","0.1667","0.7931","0.5","1.0","0.0","0.3333","0.0","true"
"d2-v5-hard-069","arrow:a4","ARROW","HIGH","0.4058","false","0.25","0.25","0.5667","0.4483","0.5","0.2","0.0","0.8333","0.6667","true"
"d2-v5-hard-069","arrow:a5","ARROW","LOW","0.1163","false","0.3333","0.0","0.0","0.2759","0.0","0.2","0.0","0.0","0.0","true"
"d2-v5-hard-069","arrow:a6","ARROW","MEDIUM","0.1393","false","0.25","0.25","0.0","0.1034","0.0","0.2","0.0","0.4","0.0","true"
"d2-v5-hard-069","magnet:m1","MAGNET","MEDIUM","0.1328","false","0.0","0.0","0.1136","0.3696","0.0","0.0","0.2","0.625","0.1333","true"
"d2-v5-hard-069","magnet:m2","MAGNET","MEDIUM","0.2309","false","0.25","0.25","0.1316","0.1944","0.0","1.0","0.1","0.0","0.0","true"
"d2-v5-hard-069","magnet:m3","MAGNET","HIGH","0.561","false","0.5","0.0","0.5833","1.0","0.5","1.0","0.375","0.3333","0.4615","true"
"d2-v5-hard-069","magnet:m4","MAGNET","IRRELEVANT","0.01","false","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","true"
"d2-v5-hard-069","magnet:m5","MAGNET","HIGH","0.3697","false","0.4","0.4","0.1282","0.6705","0.0","1.0","0.2222","0.5714","0.0769","true"
"d2-v5-hard-069","wall:1,2","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-070","arrow:a1","ARROW","MEDIUM","0.3271","false","0.0","0.0","0.1111","0.7143","0.5","1.0","0.0","0.0","0.0","true"
"d2-v5-easy-070","arrow:a2","ARROW","MEDIUM","0.1587","false","0.0","0.3333","0.0","0.5","0.0","0.5","0.0","0.0","0.0","true"
"d2-v5-easy-070","arrow:a3","ARROW","MEDIUM","0.199","false","0.0","0.0","0.4231","0.4286","0.0","0.0","0.0","0.0","0.4286","true"
"d2-v5-easy-070","arrow:a4","ARROW","HIGH","0.4986","false","0.0","0.3333","0.5909","0.9286","0.5","1.0","0.2","0.0","0.4286","true"
"d2-v5-easy-070","arrow:a5","ARROW","MEDIUM","0.1225","false","0.3333","0.0","0.0","0.4286","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-070","magnet:m1","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.9697","1.0","1.0","1.0","1.0","0.0","0.9091","true"
"d2-v5-easy-070","wall:2,2","WALL","MEDIUM","0.2722","false","0.0","0.0","0.4714","0.6164","0.3333","0.25","0.1667","0.0","0.5","true"
"d2-v5-easy-070","wall:2,5","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-070","wall:5,1","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-easy-070","wall:5,2","WALL","MEDIUM","0.2623","false","0.25","0.25","0.122","0.4615","0.0","1.0","0.0","0.0","0.2308","true"
"d2-v5-medium-071","arrow:a1","ARROW","MEDIUM","0.2286","false","0.0","0.3333","0.0","0.68","0.0","0.3333","0.0","0.8","0.0","true"
"d2-v5-medium-071","arrow:a2","ARROW","MEDIUM","0.2196","false","0.0","0.0","0.0625","0.44","0.5","0.0","0.0","0.6","0.25","true"
"d2-v5-medium-071","arrow:a3","ARROW","MEDIUM","0.2963","false","0.3333","0.0","0.25","0.44","0.5","0.0","0.0","0.6","0.25","true"
"d2-v5-medium-071","arrow:a4","ARROW","CRITICAL","1.0","true","1.0","1.0","0.1818","0.72","0.5","1.0","0.0","0.3","0.25","true"
"d2-v5-medium-071","arrow:a5","ARROW","MEDIUM","0.2347","false","0.0","0.3333","0.05","0.68","0.0","0.3333","0.0","0.8","0.0","true"
"d2-v5-medium-071","magnet:m1","MAGNET","MEDIUM","0.1855","false","0.0","0.0","0.1304","0.36","0.0","0.0","0.4286","1.0","0.1429","true"
"d2-v5-medium-071","magnet:m2","MAGNET","CRITICAL","1.0","true","1.0","1.0","0.6667","0.92","0.5","1.0","0.2","1.0","0.4286","true"
"d2-v5-medium-071","wall:1,5","WALL","MEDIUM","0.2895","false","0.5","0.0","0.4524","0.2188","0.0","0.625","0.1111","0.0","0.5385","true"
"d2-v5-medium-071","wall:6,5","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-072","arrow:a1","ARROW","HIGH","0.3846","false","0.5","0.5","0.1429","0.5","0.5","0.4286","0.1111","0.25","0.4","true"
"d2-v5-expert-072","arrow:a2","ARROW","MEDIUM","0.1698","false","0.5","0.0","0.0","0.5","0.0","0.2857","0.0","0.0","0.0","true"
"d2-v5-expert-072","arrow:a3","ARROW","HIGH","0.4143","false","0.3333","0.3333","0.2632","1.0","0.0","0.5714","0.2","0.7273","0.375","true"
"d2-v5-expert-072","arrow:a4","ARROW","HIGH","0.4312","false","0.3333","0.3333","0.1538","1.0","0.5","0.5714","0.1429","0.4","0.0","true"
"d2-v5-expert-072","arrow:a5","ARROW","MEDIUM","0.1299","false","0.0","0.0","0.04","0.25","0.5","0.1429","0.0","0.0","0.0","true"
"d2-v5-expert-072","arrow:a6","ARROW","MEDIUM","0.1698","false","0.0","0.5","0.0","0.5","0.0","0.2857","0.0","0.3333","0.0","true"
"d2-v5-expert-072","magnet:m1","MAGNET","MEDIUM","0.2989","false","0.0","0.0","0.25","0.625","0.5","0.5714","0.1","0.3333","0.2","true"
"d2-v5-expert-072","magnet:m2","MAGNET","HIGH","0.3573","false","0.5","0.5","0.2069","0.375","0.0","1.0","0.0909","0.5","0.1818","true"
"d2-v5-expert-072","magnet:m3","MAGNET","IRRELEVANT","0.0017","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-072","magnet:m4","MAGNET","MEDIUM","0.156","false","0.3333","0.3333","0.1333","0.0","0.0","0.0","0.0833","0.7692","0.1818","true"
"d2-v5-expert-072","wall:1,3","WALL","MEDIUM","0.3026","false","0.6667","0.0","0.3617","0.4286","0.3333","0.125","0.0769","0.4","0.3529","true"
"d2-v5-expert-072","wall:1,7","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-expert-072","wall:6,4","WALL","IRRELEVANT","0.0","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-073","arrow:a1","ARROW","HIGH","0.3508","false","0.5","0.0","0.16","0.8333","0.0","0.8","0.0","0.5","0.0","true"
"d2-v5-hard-073","arrow:a2","ARROW","MEDIUM","0.2369","false","0.5","0.0","0.129","0.1667","0.0","0.4","0.0","1.0","0.1538","true"
"d2-v5-hard-073","arrow:a3","ARROW","IRRELEVANT","0.024","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","true"
"d2-v5-hard-073","arrow:a4","ARROW","MEDIUM","0.2857","false","0.0","0.0","0.1176","0.8333","0.0","0.6","0.0","0.5","0.25","true"
"d2-v5-hard-073","arrow:a5","ARROW","CRITICAL","1.0","true","1.0","1.0","0.25","0.6667","0.0","1.0","0.0","1.0","0.125","true"
"d2-v5-hard-073","arrow:a6","ARROW","MEDIUM","0.1444","false","0.0","0.0","0.0357","0.5","0.0","0.4","0.0","0.0","0.0","true"
