levelId,levelNumber,title,boardSize,arrowCount,magnetCount,wallCount,plausibleChoiceCount,immediatelyInvalidChoiceCount,successfulChoiceCount,safeSuccessfulChoiceCount,meaningfulSuccessfulChoiceCount,harmfulDecisionCount,meaningfulFailureRate,harmfulDecisionDensity,mandatoryOrderingPairCount,mandatoryOrderingRatio,mandatoryOrderingChainDepth,polarityFlipCount,strategicallyImpactfulPolarityFlipCount,polarityImpactRatio,rawWinningSequenceCount,canonicalStrategyCount,permutationRedundancy,commutationRatio,greedySolved,greedyFailureDepth,randomPolicyCompletionRate,randomPolicyDeadlockRate,recoveryPressure,maxRecoveryDepth,deadEndDepth,longestForcedRun,meaningfulDecisionCount,decisionDensity,maxDecisionGap,relevantWallCount,irrelevantWallCount,relevantMagnetCount,irrelevantMagnetCount,v3Score,v4Score,v4Confidence,searchComplete,searchStateCount,searchTruncated,truncationReason,metricStatus
campaign-048,48,Magnetic Circuit 048,7x7,5,3,4,36,5,31,25,17,3,0.1935,0.5,3,0.3,2,21,3,0.1429,20,1,0.95,1.0,true,,0.3594,0.6406,0.387,4,4,2,3,0.6,2,1,3,1,2,81,32,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-049,49,Magnetic Circuit 049,6x6,5,2,1,46,12,34,29,21,5,0.1471,0.5556,3,0.3,3,25,2,0.08,17,2,0.8824,0.7692,true,,0.4688,0.5312,0.2354,3,3,3,3,0.6,2,0,1,2,0,82,25,1.0,true,25,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-050,50,Magnetic Circuit 050,6x6,3,4,1,9,0,9,7,4,2,0.2222,1.0,1,0.3333,2,9,2,0.2222,3,1,0.6667,1.0,true,,0.4727,0.5273,0.3333,2,2,1,1,0.3333,2,0,1,2,2,69,38,1.0,true,8,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-051,51,Magnetic Circuit 051,8x8,5,4,2,40,4,36,28,22,8,0.2222,1.0,3,0.3,3,24,8,0.3333,20,1,0.95,1.0,false,0,0.25,0.75,0.4074,4,4,1,2,0.4,3,1,1,3,1,87,55,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-052,52,Magnetic Circuit 052,4x4,3,1,2,9,0,9,7,4,2,0.2222,1.0,1,0.3333,2,6,2,0.3333,3,1,0.6667,1.0,true,,0.5039,0.4961,0.3333,2,2,1,1,0.3333,2,1,1,1,0,64,41,1.0,true,8,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-053,53,Magnetic Circuit 053,5x5,4,4,3,16,3,13,10,7,3,0.2308,1.0,3,0.5,2,13,6,0.4615,5,1,0.8,1.0,false,0,0.5195,0.4805,0.3334,2,2,1,2,0.5,2,2,1,3,1,81,55,1.0,true,11,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-054,54,Magnetic Circuit 054,8x8,5,2,5,69,0,69,59,39,10,0.1449,0.7143,1,0.1,2,48,10,0.2083,60,2,0.9667,0.8636,false,2,0.4961,0.5039,0.256,4,4,2,4,0.8,1,1,4,1,1,82,34,1.0,true,40,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-055,55,Magnetic Circuit 055,6x6,6,2,1,92,24,68,56,48,11,0.1765,0.6111,3,0.2,3,60,40,0.6667,60,2,0.9667,0.7778,true,,0.457,0.543,0.2991,3,3,2,3,0.5,2,1,0,2,0,85,39,1.0,true,45,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-056,56,Magnetic Circuit 056,8x8,5,5,2,46,5,41,31,28,10,0.2439,0.8333,3,0.3,3,27,10,0.3704,20,2,0.9,0.75,false,0,0.2617,0.7383,0.4309,4,4,3,4,0.8,1,1,1,2,3,84,52,1.0,true,30,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-057,57,Magnetic Circuit 057,6x6,5,2,1,64,2,62,54,32,8,0.129,0.6667,1,0.1,2,36,10,0.2778,55,3,0.9455,0.8,true,,0.4609,0.5391,0.215,3,3,1,3,0.6,2,1,0,2,0,75,29,1.0,true,36,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-058,58,Magnetic Circuit 058,5x5,4,3,1,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,24,4,0.1667,12,1,0.9167,1.0,true,,0.5391,0.4609,0.2778,3,3,1,1,0.25,3,0,1,2,1,79,26,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-059,59,Magnetic Circuit 059,8x8,5,4,3,39,1,38,27,26,8,0.2895,0.8,3,0.3,3,34,9,0.2647,16,2,0.875,0.7692,true,,0.1719,0.8281,0.5264,4,4,1,4,0.8,1,1,2,2,2,88,48,1.0,true,32,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-060,60,Magnetic Circuit 060,5x5,4,2,2,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,18,4,0.2222,12,1,0.9167,1.0,false,0,0.5156,0.4844,0.2778,3,3,1,1,0.25,3,1,1,1,1,77,38,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-061,61,Magnetic Circuit 061,5x5,4,4,1,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,24,4,0.1667,12,1,0.9167,1.0,false,2,0.5312,0.4688,0.2778,3,3,2,3,0.75,1,0,1,2,2,79,36,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-062,62,Magnetic Circuit 062,5x5,5,3,0,48,4,44,40,11,4,0.0909,1.0,2,0.2,2,44,4,0.0909,40,1,0.975,1.0,false,1,0.4844,0.5156,0.1515,3,3,1,2,0.4,3,0,0,2,1,87,31,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-063,63,Magnetic Circuit 063,5x5,3,4,1,9,0,9,7,4,2,0.2222,1.0,1,0.3333,2,6,2,0.3333,3,1,0.6667,1.0,false,0,0.4961,0.5039,0.3333,2,2,1,1,0.3333,2,1,0,1,3,70,50,1.0,true,8,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-064,64,Magnetic Circuit 064,7x7,5,2,3,40,4,36,28,22,8,0.2222,1.0,3,0.3,3,12,8,0.6667,20,1,0.95,1.0,false,0,0.2656,0.7344,0.4074,4,4,1,2,0.4,3,1,2,1,1,77,56,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-065,65,Magnetic Circuit 065,6x6,4,4,1,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,24,4,0.1667,12,1,0.9167,1.0,false,0,0.5156,0.4844,0.2778,3,3,1,1,0.25,3,0,1,2,2,68,36,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-066,66,Magnetic Circuit 066,5x5,6,1,2,39,21,18,16,8,2,0.1111,0.4,8,0.5333,3,14,10,0.7143,6,2,0.6667,0.75,true,,0.7773,0.2227,0.1481,1,1,3,2,0.3333,3,1,1,1,0,46,24,1.0,true,15,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-067,67,Magnetic Circuit 067,8x8,5,2,2,40,4,36,28,22,8,0.2222,1.0,3,0.3,3,12,8,0.6667,20,1,0.95,1.0,false,0,0.2656,0.7344,0.4074,4,4,1,2,0.4,3,1,1,1,1,77,56,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-068,68,Magnetic Circuit 068,8x8,3,3,3,9,0,9,7,4,2,0.2222,1.0,1,0.3333,2,6,2,0.3333,3,1,0.6667,1.0,true,,0.5039,0.4961,0.3333,2,2,1,1,0.3333,2,1,2,1,2,69,39,1.0,true,8,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-069,69,Magnetic Circuit 069,5x5,6,5,1,75,25,50,45,32,5,0.1,0.4167,3,0.2,3,35,18,0.5143,44,3,0.9318,0.7826,true,,0.625,0.375,0.2,5,5,3,2,0.3333,3,0,1,4,1,76,24,1.0,true,32,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-070,70,Magnetic Circuit 070,5x5,5,1,4,54,10,44,40,27,4,0.0909,0.3636,0,0.0,0,26,16,0.6154,25,3,0.88,0.8333,true,,0.6719,0.3281,0.1364,2,2,2,3,0.6,2,2,2,1,0,73,9,1.0,true,26,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-071,71,Magnetic Circuit 071,6x6,5,2,2,46,10,36,31,23,5,0.1389,0.5,3,0.3,3,32,15,0.4688,20,2,0.9,0.75,true,,0.5156,0.4844,0.2222,3,3,1,3,0.6,2,1,1,1,1,86,33,1.0,true,25,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-072,72,Magnetic Circuit 072,7x7,6,4,3,39,8,31,21,16,6,0.3226,1.0,9,0.6,4,25,8,0.32,12,1,0.9167,1.0,false,0,0.0547,0.9453,0.699,5,5,1,3,0.5,3,1,2,3,1,89,65,1.0,true,36,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-073,73,Magnetic Circuit 073,6x6,6,4,1,43,18,25,20,17,5,0.2,0.625,8,0.5333,3,22,7,0.3182,16,1,0.9375,1.0,true,,0.3867,0.6133,0.4133,4,4,1,3,0.5,3,1,0,3,1,83,47,1.0,true,28,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-074,74,Magnetic Circuit 074,5x5,5,3,4,69,3,66,56,39,10,0.1515,0.7692,1,0.1,2,60,13,0.2167,50,2,0.96,0.8462,true,,0.5039,0.4961,0.2676,4,4,2,3,0.6,2,0,4,2,1,79,25,1.0,true,40,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-075,75,Magnetic Circuit 075,8x8,5,4,2,37,10,27,23,20,4,0.1481,0.4444,4,0.4,3,20,10,0.5,15,1,0.9333,1.0,false,1,0.5195,0.4805,0.2468,3,3,3,4,0.8,1,1,1,2,2,81,41,1.0,true,18,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-076,76,Magnetic Circuit 076,8x8,5,2,5,49,8,41,35,30,6,0.1463,0.4615,3,0.3,2,16,14,0.875,30,1,0.9667,1.0,false,3,0.6055,0.3945,0.2357,3,3,2,4,0.8,1,1,4,1,1,81,37,1.0,true,24,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-077,77,Magnetic Circuit 077,5x5,6,4,1,100,21,79,71,44,8,0.1013,0.4706,3,0.2,2,74,14,0.1892,90,4,0.9556,0.8372,true,,0.5234,0.4766,0.1773,4,4,1,4,0.6667,2,1,0,1,3,87,21,1.0,true,48,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-078,78,Magnetic Circuit 078,5x5,5,2,1,45,8,37,31,25,6,0.1622,0.6,1,0.1,2,37,14,0.3784,20,2,0.9,1.0,false,3,0.5391,0.4609,0.2613,3,3,2,3,0.6,1,1,0,2,0,81,41,1.0,true,22,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-079,79,Magnetic Circuit 079,5x5,6,3,4,149,20,129,109,103,20,0.155,0.6061,2,0.1333,2,108,40,0.3704,150,4,0.9733,0.7614,true,,0.4805,0.5195,0.2997,5,5,1,4,0.6667,2,2,2,3,0,85,35,1.0,true,75,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-080,80,Magnetic Circuit 080,7x7,5,5,2,63,3,60,51,44,9,0.15,0.5625,1,0.1,2,36,3,0.0833,50,3,0.94,0.7568,false,0,0.5234,0.4766,0.2667,4,4,1,4,0.8,1,2,0,2,3,82,34,1.0,true,36,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-081,81,Magnetic Circuit 081,5x5,6,4,1,36,14,22,16,14,6,0.2727,0.8571,10,0.6667,5,22,8,0.3636,6,1,0.8333,1.0,true,,0.1094,0.8906,0.5,4,4,1,4,0.6667,2,0,1,3,1,91,55,1.0,true,18,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-082,82,Magnetic Circuit 082,5x5,5,4,1,69,0,69,59,39,10,0.1449,0.7143,1,0.1,2,63,10,0.1587,60,2,0.9667,0.8636,false,0,0.4922,0.5078,0.256,4,4,2,4,0.8,1,1,0,2,2,85,34,1.0,true,40,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-083,83,Magnetic Circuit 083,8x8,7,2,2,55,29,26,19,19,7,0.2692,0.7,15,0.7143,5,20,15,0.75,10,1,0.9,1.0,false,1,0.1797,0.8203,0.4743,4,4,4,4,0.5714,3,1,1,2,0,90,61,1.0,true,21,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-084,84,Magnetic Circuit 084,8x8,4,3,3,27,0,27,22,16,5,0.1852,0.7143,1,0.1667,2,24,5,0.2083,12,2,0.8333,0.7273,true,,0.4961,0.5039,0.2963,3,3,1,2,0.5,2,0,3,2,1,78,31,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-085,85,Magnetic Circuit 085,5x5,4,5,3,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,24,4,0.1667,12,1,0.9167,1.0,true,,0.5156,0.4844,0.2778,3,3,1,2,0.5,2,1,2,2,3,75,28,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-086,86,Magnetic Circuit 086,4x4,4,3,0,22,7,15,14,6,1,0.0667,0.3333,1,0.1667,2,13,5,0.3846,5,2,0.6,0.6,true,,0.8125,0.1875,0.1112,2,2,1,2,0.5,2,0,0,3,0,73,20,1.0,true,14,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-087,87,Magnetic Circuit 087,5x5,6,1,4,73,22,51,47,31,4,0.0784,0.3333,2,0.1333,2,29,19,0.6552,43,3,0.9302,0.8214,true,,0.793,0.207,0.1176,2,2,1,2,0.3333,2,1,3,1,0,76,12,1.0,true,30,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-088,88,Magnetic Circuit 088,7x7,6,3,2,78,18,60,45,43,13,0.25,0.8125,4,0.2667,3,56,37,0.6607,40,2,0.95,0.8182,false,0,0.2852,0.7148,0.4389,4,4,2,5,0.8333,1,2,0,2,1,88,58,1.0,true,45,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-089,89,Magnetic Circuit 089,7x7,5,2,2,32,10,22,18,15,4,0.1818,0.6667,5,0.5,3,12,10,0.8333,10,1,0.9,1.0,false,1,0.5312,0.4688,0.3333,4,4,3,3,0.6,2,1,1,2,0,84,52,1.0,true,20,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-090,90,Magnetic Circuit 090,5x5,5,1,1,28,10,18,16,6,2,0.1111,0.5,3,0.3,3,15,4,0.2667,6,2,0.6667,1.0,true,,0.4648,0.5352,0.1481,1,1,2,2,0.4,2,0,1,1,0,70,25,1.0,true,13,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-091,91,Magnetic Circuit 091,8x8,5,3,2,40,0,40,28,26,8,0.3,1.0,3,0.3,3,24,8,0.3333,20,1,0.95,1.0,true,,0.1406,0.8594,0.5667,4,4,1,2,0.4,3,0,2,2,1,81,48,1.0,true,32,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-092,92,Magnetic Circuit 092,5x5,4,2,1,24,0,24,20,11,4,0.1667,1.0,1,0.1667,2,24,4,0.1667,12,1,0.9167,1.0,true,,0.4688,0.5312,0.2778,3,3,1,2,0.5,2,1,0,1,1,81,30,1.0,true,16,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-093,93,Magnetic Circuit 093,6x6,5,2,4,25,10,15,13,8,2,0.1333,0.5,6,0.6,4,10,6,0.6,5,1,0.8,1.0,false,0,0.5273,0.4727,0.2,2,2,4,2,0.4,3,1,3,1,1,69,39,1.0,true,12,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-094,94,Magnetic Circuit 094,8x8,4,2,3,18,3,15,12,9,3,0.2,0.75,2,0.3333,2,12,3,0.25,6,1,0.8333,1.0,true,,0.4805,0.5195,0.3333,3,3,1,2,0.5,2,0,3,2,0,76,38,1.0,true,12,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
campaign-095,95,Magnetic Circuit 095,5x5,4,2,3,16,4,12,10,6,2,0.1667,0.6667,3,0.5,3,12,6,0.5,4,1,0.75,1.0,false,0,0.4961,0.5039,0.25,2,2,1,2,0.5,2,2,1,2,0,77,53,1.0,true,10,false,,stateGraph:COMPLETE|strategy:COMPLETE|ordering:COMPLETE|polarity:COMPLETE|objectRelevance:COMPLETE|humanPerceivedObviousness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION|visualFairness:NOT_MEASURABLE_WITH_CURRENT_IMPLEMENTATION
