number,id,title,board_width,board_height,arrow_count,magnet_count,wall_count,current_difficulty_v3,current_quality_v2,current_quality_status,v3_solution_family_count,v3_meaningful_decision_points,v3_dependency_depth,v3_mechanic_relevance_ratio,v3_unused_empty_space_ratio,v3_irrelevant_entity_ratio,total_solution_length,solution_sequences,meaningful_solution_strategies,solution_permutation_redundancy,canonical_plausible_choices,canonical_immediately_invalid_choices,canonical_viable_choices,canonical_fatal_choices,canonical_meaningful_choice_classes,canonical_consequential_decision_nodes,canonical_harmful_decision_nodes,canonical_effectively_equivalent_choices,canonical_independent_moves,explored_plausible_choices,explored_immediately_invalid_choices,explored_viable_choices,explored_fatal_choices,meaningful_failure_rate,explored_consequential_decision_nodes,explored_harmful_decision_nodes,future_impact_edges,commutative_pairs,viable_choice_pairs,commutative_pair_rate,mandatory_order_pairs,flexible_order_pairs,meaningful_order_strength,canonical_polarity_flips,polarity_material_impacts,polarity_strategic_impacts,polarity_actionability_impacts,polarity_solution_structure_impacts,polarity_impact_rate,decorative_magnets,strategically_relevant_magnets,solvability_essential_magnets,controlled_success_interactions,controlled_failed_interactions,impactful_polarity_magnets,decorative_walls,route_relevant_walls,movement_relevant_walls,visibility_relevant_walls,strategically_relevant_walls,solvability_essential_walls,arrow_occlusion_events,cancellation_events,cancellation_impactful_events,cancellation_fatal_events,cancellation_canonical_events,first_obvious_solve_probability,first_obvious_expected_actions,first_obvious_expected_wrong_actions,first_obvious_expected_restarts,first_obvious_expected_meaningful_setbacks,first_obvious_expected_polarity_mistakes,first_obvious_expected_decision_points,greedy_solve_probability,greedy_expected_actions,greedy_expected_wrong_actions,greedy_expected_restarts,greedy_expected_meaningful_setbacks,greedy_expected_polarity_mistakes,greedy_expected_decision_points,random_successful_solve_probability,random_successful_expected_actions,random_successful_expected_wrong_actions,random_successful_expected_restarts,random_successful_expected_meaningful_setbacks,random_successful_expected_polarity_mistakes,random_successful_expected_decision_points,random_visible_solve_probability,random_visible_expected_actions,random_visible_expected_wrong_actions,random_visible_expected_restarts,random_visible_expected_meaningful_setbacks,random_visible_expected_polarity_mistakes,random_visible_expected_decision_points,shortest_route_solve_probability,shortest_route_expected_actions,shortest_route_expected_wrong_actions,shortest_route_expected_restarts,shortest_route_expected_meaningful_setbacks,shortest_route_expected_polarity_mistakes,shortest_route_expected_decision_points,triviality_classification,mechanic_presence_count,mechanic_interaction_count,claimed_mechanics,interacting_mechanics,primary_ease_reason,canonical_interchangeable_groups
29,campaign-029,Right rail duet,3,3,3,1,1,43,85,REVIEW,3,1,2,1.000000,0.444400,0.000000,3,6,1,0.833333,6,0,6,0,5,2,0,0,5,12,0,12,0,0.000000,2,0,4,6,6,1.000000,0,3,No meaningful ordering,2,1,0,0,0,0.000000,0,1,1,8,0,0,1,1,0,1,0,0,0,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,PULL+PUSH+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
30,campaign-030,Balanced fields,3,3,3,1,0,44,85,REVIEW,2,1,3,1.000000,0.444400,0.000000,3,6,1,0.833333,6,0,6,0,5,2,0,0,5,12,0,12,0,0.000000,4,0,9,6,6,1.000000,0,3,No meaningful ordering,3,2,0,0,0,0.000000,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,3,2,PULL+PUSH+POLARITY_FLIP,PULL+PUSH,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
31,campaign-031,Rail study 031,4,4,4,2,1,44,78,REVIEW,2,1,2,1.000000,0.562500,0.142900,4,24,1,0.958333,10,0,10,0,7,2,0,1,9,32,0,32,0,0.000000,7,0,16,24,24,1.000000,0,6,No meaningful ordering,4,2,0,0,0,0.000000,1,1,1,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,6,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D;d1:B+C+D;d2:C+D
32,campaign-032,Field study 032,3,3,3,1,0,45,79,REVIEW,5,1,2,1.000000,0.555600,0.000000,3,5,2,0.600000,5,1,5,0,3,1,0,0,2,12,1,12,0,0.000000,3,0,7,3,5,0.600000,0,3,No meaningful ordering,2,1,1,1,1,0.500000,0,1,0,10,1,1,0,0,0,0,0,0,2,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.166667,0.166667,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Very Easy,4,4,PULL+PUSH+POLARITY_FLIP+OCCLUSION,PULL+PUSH+POLARITY_FLIP+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+C
33,campaign-033,Relay study 033,3,3,3,1,0,43,85,REVIEW,3,1,2,1.000000,0.444400,0.000000,3,4,2,0.500000,5,1,5,0,2,1,0,1,4,9,1,9,0,0.000000,2,0,5,2,3,0.666667,0,3,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,7,1,0,0,0,0,0,0,0,2,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.333333,0.333333,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Very Easy,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B;d1:B+C
34,campaign-034,Vector study 034,4,4,3,1,1,44,77,REVIEW,2,1,3,1.000000,0.562500,0.200000,3,6,1,0.833333,6,0,6,0,5,2,0,0,5,12,0,12,0,0.000000,4,0,9,6,6,1.000000,0,3,No meaningful ordering,3,2,0,0,0,0.000000,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,4,2,PULL+PUSH+POLARITY_FLIP+WALLS,PULL+PUSH,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
35,campaign-035,Polarity study 035,4,4,4,2,1,44,78,REVIEW,2,1,2,1.000000,0.562500,0.142900,4,12,1,0.916667,8,2,8,0,5,2,0,1,7,20,4,20,0,0.000000,5,0,10,11,11,1.000000,1,5,Weak ordering,4,2,0,0,0,0.000000,1,1,0,20,0,0,1,0,0,0,0,0,4,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.638889,0.638889,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,7,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D;d1:C+D;d2:B+D
36,campaign-036,Cadence study 036,4,4,3,1,1,44,77,REVIEW,2,1,3,1.000000,0.562500,0.200000,3,6,1,0.833333,6,0,6,0,5,2,0,0,5,12,0,12,0,0.000000,4,0,9,6,6,1.000000,0,3,No meaningful ordering,3,2,0,0,0,0.000000,0,1,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,4,2,PULL+PUSH+POLARITY_FLIP+WALLS,PULL+PUSH,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
37,campaign-037,Circuit study 037,3,3,3,1,1,45,86,REVIEW,3,1,2,1.000000,0.111100,0.200000,3,4,2,0.500000,5,1,5,0,2,1,0,1,4,9,1,9,0,0.000000,2,0,5,2,3,0.666667,0,3,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,7,1,0,1,0,0,0,0,0,2,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.333333,0.333333,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Very Easy,6,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B;d1:B+C
38,campaign-038,Alignment study 038,4,4,3,2,1,44,79,REVIEW,2,1,2,1.000000,0.500000,0.166700,3,6,1,0.833333,6,0,6,0,5,2,0,0,5,12,0,12,0,0.000000,2,0,4,6,6,1.000000,0,3,No meaningful ordering,3,1,0,0,0,0.000000,2,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,3,PULL+PUSH+POLARITY_FLIP+WALLS+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
39,campaign-039,Rail study 039,3,3,3,1,0,44,85,REVIEW,3,1,3,1.000000,0.444400,0.000000,3,6,1,0.833333,6,0,6,0,5,2,0,0,5,12,0,12,0,0.000000,4,0,9,6,6,1.000000,0,3,No meaningful ordering,3,2,0,0,0,0.000000,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,3,2,PULL+PUSH+POLARITY_FLIP,PULL+PUSH,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
40,campaign-040,Field study 040,4,4,3,2,0,45,81,REVIEW,2,1,2,1.000000,0.562500,0.000000,3,6,1,0.833333,6,0,6,0,3,1,0,1,5,12,0,12,0,0.000000,2,0,4,6,6,1.000000,0,3,No meaningful ordering,3,1,0,0,0,0.000000,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Very Easy,4,3,PULL+PUSH+POLARITY_FLIP+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
41,campaign-041,Relay study 041,3,3,4,1,1,45,84,REVIEW,3,1,3,1.000000,0.333300,0.166700,4,8,3,0.625000,7,3,7,0,4,2,0,1,6,16,4,16,0,0.000000,4,0,10,4,6,0.666667,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,10,4,0,1,0,0,0,0,0,6,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,6,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B;d1:B+D;d2:C+D
42,campaign-042,Vector study 042,4,4,4,2,2,45,84,REVIEW,2,1,2,1.000000,0.375000,0.125000,4,6,1,0.833333,6,4,6,0,4,2,0,0,4,12,6,12,0,0.000000,3,0,6,4,4,1.000000,2,4,Weak ordering,2,0,0,0,0,0.000000,2,0,0,6,0,0,1,1,0,1,1,0,0,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.250000,1.250000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,6,4,PULL+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+WALLS+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C;d1:B+C
43,campaign-043,Polarity study 043,3,3,4,1,1,58,84,REVIEW,8,2,2,1.000000,0.333300,0.166700,4,18,5,0.722222,9,1,9,0,6,2,0,1,6,34,4,34,0,0.000000,8,0,20,10,19,0.526316,0,6,No meaningful ordering,2,1,1,1,1,0.500000,0,1,0,24,4,1,1,0,0,0,0,0,10,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.250000,0.250000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,PULL+PUSH+POLARITY_FLIP+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B+C+D;d1:B+C
44,campaign-044,Cadence study 044,3,3,4,1,1,58,84,REVIEW,2,2,4,1.000000,0.333300,0.166700,4,8,2,0.750000,9,1,9,0,8,3,0,0,7,18,6,18,0,0.000000,5,0,15,7,9,0.777778,1,5,Weak ordering,4,3,0,0,0,0.000000,0,1,1,18,2,0,1,0,0,0,0,0,4,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.250000,1.250000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:C+D;d1:B+C+D;d2:C+D
45,campaign-045,Circuit study 045,3,3,4,1,1,59,84,REVIEW,3,2,3,1.000000,0.333300,0.166700,4,8,3,0.625000,7,3,7,0,4,2,0,1,4,16,4,16,0,0.000000,4,0,10,4,6,0.666667,0,6,No meaningful ordering,2,1,1,1,1,0.500000,0,1,0,10,4,1,1,0,0,0,0,0,6,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION,No successful choice creates an unsolvable future state,d0:B+C;d1:A+C
46,campaign-046,Alignment study 046,3,3,4,1,0,48,90,REVIEW,3,1,3,1.000000,0.111100,0.000000,4,8,3,0.625000,7,3,7,0,4,2,0,1,6,16,4,16,0,0.000000,4,0,10,4,6,0.666667,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,10,4,0,0,0,0,0,0,0,6,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:B+C;d1:C+D;d2:A+D
47,campaign-047,Rail study 047,3,3,4,1,1,59,84,REVIEW,8,2,3,1.000000,0.333300,0.166700,4,16,3,0.812500,8,2,8,0,6,2,0,0,5,29,2,29,0,0.000000,9,0,21,13,17,0.764706,0,6,No meaningful ordering,3,2,2,2,2,0.666667,0,1,1,25,2,1,1,0,0,0,0,0,4,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.361111,0.361111,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
48,campaign-048,Field study 048,3,3,4,1,1,59,84,REVIEW,8,2,4,1.000000,0.333300,0.166700,4,16,3,0.812500,9,1,9,0,8,3,0,0,8,29,2,29,0,0.000000,9,0,21,13,17,0.764706,0,6,No meaningful ordering,3,2,0,0,0,0.000000,0,1,0,25,2,0,1,0,0,0,0,0,4,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.361111,0.361111,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D;d1:B+C+D;d2:C+D
49,campaign-049,Relay study 049,3,3,4,1,1,59,84,REVIEW,8,2,2,1.000000,0.333300,0.166700,4,18,5,0.722222,10,0,10,0,8,3,0,1,8,34,4,34,0,0.000000,8,0,20,10,19,0.526316,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,1,24,4,0,1,0,0,0,0,0,10,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.250000,0.250000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,3,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B+C+D;d1:B+D;d2:C+D
50,campaign-050,Vector study 050,4,4,5,2,2,59,84,REVIEW,4,2,3,1.000000,0.375000,0.111100,5,20,1,0.950000,11,4,11,0,8,3,0,1,10,28,12,28,0,0.000000,8,0,16,16,16,1.000000,3,7,Weak ordering,5,3,1,1,1,0.200000,0,2,2,28,4,1,1,1,1,0,1,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.851852,1.851852,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+E;d1:C+D+E;d2:D+E;d3:B+E
51,campaign-051,Polarity study 051,3,3,4,1,0,60,90,REVIEW,6,2,3,1.000000,0.222200,0.000000,4,8,3,0.625000,7,3,7,0,4,2,0,1,6,16,4,16,0,0.000000,4,0,10,4,6,0.666667,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,10,4,0,0,0,0,0,0,0,6,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B;d1:B+D;d2:C+D
52,campaign-052,Cadence study 052,3,3,4,1,0,60,90,REVIEW,6,2,3,1.000000,0.222200,0.000000,4,8,3,0.625000,7,3,7,0,4,2,0,1,6,16,4,16,0,0.000000,4,0,10,4,6,0.666667,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,10,4,0,0,0,0,0,0,0,6,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+C;d1:C+D;d2:B+D
53,campaign-053,Circuit study 053,3,3,4,1,0,60,88,REVIEW,8,2,3,1.000000,0.333300,0.000000,4,16,3,0.812500,8,2,8,0,6,2,0,0,5,29,2,29,0,0.000000,9,0,21,13,17,0.764706,0,6,No meaningful ordering,3,2,2,2,2,0.666667,0,1,0,25,2,1,0,0,0,0,0,0,4,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.361111,0.361111,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,4,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C;d1:B+C
54,campaign-054,Alignment study 054,3,3,4,1,0,60,88,REVIEW,8,2,4,1.000000,0.333300,0.000000,4,16,3,0.812500,9,1,9,0,8,3,0,0,8,29,2,29,0,0.000000,9,0,21,13,17,0.764706,0,6,No meaningful ordering,3,2,0,0,0,0.000000,0,1,0,25,2,0,0,0,0,0,0,0,4,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.361111,0.361111,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D;d1:B+C+D;d2:C+D
55,campaign-055,Rail study 055,3,3,4,1,0,45,85,REVIEW,3,1,3,1.000000,0.444400,0.000000,4,8,3,0.625000,7,3,7,0,4,2,0,1,6,16,4,16,0,0.000000,4,0,10,4,6,0.666667,0,6,No meaningful ordering,2,1,0,0,0,0.000000,0,1,0,10,4,0,0,0,0,0,0,0,6,0,0,0,0,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Easy,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION,No successful choice creates an unsolvable future state,d0:A+B;d1:B+C;d2:C+D
