level_id,difficulty_band,grid_size,rows,columns,arrow_count,magnet_count,wall_count,object_density,interaction_density,magnetic_relationship_count,average_magnetic_distance,max_magnetic_distance,line_of_sight_interactions,arrow_vs_arrow_interactions,magnet_cancellation_count,polarity_dependent_decisions,polarity_impact_depth,dependency_edges,dependency_depth,ordering_constraints,meaningful_ordering_rate,safe_choice_ratio,meaningful_failure_rate,harmful_decision_density,recovery_pressure,consequence_depth,consequence_breadth,exposure_reveal_count,controller_changes,object_relevance_score,irrelevant_object_count,greedy_solve_rate,random_success_rate,canonical_strategies,commutation_quotient,permutation_redundancy,v4_score,v4_confidence,quality_score,solver_state_count,truncation_status,pacing_status,exact_fingerprint,symmetry_fingerprint,interaction_fingerprint,dependency_fingerprint
"d2-v5-expert-040","EXPERT","7x7","7","7","6","6","2","0.2857","0.2747","115","1.434782608695652","4","13","50","1","46","4","42","7","8","0.4","0.6981","0.3019","0.8571","0.5786","7","2","16","36","0.2886","4","0.0","0.0312","2","2","0.9333","65","1.0","86","50","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:5afb1faedfaa46f11b583083f8fd0488d94221a84df58753dc11d83a17360aa4","sha256:9d3a76bc883c437a14f66dc4b3817578117f89da4e8c344b82faa8b9c399f630","aac85b6db2ee51c9c59f6be12bc8d66d75884cc4b982a6c7bc72b5dfc6b7fab8","167d849541c86a3290b098eab7c14c60b9b2d01c65f5db47c4ebce4c23f99172"
"d2-v5-hard-041","HARD","5x5","5","5","5","5","1","0.44","0.2364","37","1.162162162162162","2","8","27","0","6","4","24","4","8","0.8","0.75","0.25","1.0","0.5","4","2","10","0","0.264","2","0.3333","0.5","1","1","0.6667","61","1.0","93","14","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:b556ab1ac6963c2bfb7748f2b3926a6a54ec1233a893a2597c4afb1444ca3a31","sha256:69c9ae91ff3794a31ff027090b772df55ab2efe9d1527e3bc35a1a8a0df5862a","1bb9118d4ae5e68ffcf57d9d6487e75d9b8889c7d7b7a1724345c1b325be22c1","210ea9a6f56483d14566efe72d7ebb24a8e21668df672c2b26241ca72fea9ef1"
"d2-v5-medium-042","MEDIUM","5x5","5","5","5","2","2","0.36","0.4444","48","1.0","1","5","25","0","20","4","20","4","4","0.2","0.8462","0.1538","0.6667","0.282","4","1","6","0","0.3041","2","1.0","0.5","1","1","0.9667","32","1.0","86","24","COMPLETE","PASS_STRUCTURAL","sha256:eed0171f5da901822fd65e26cf2a51483c59d2159f4a763f7f37dda7806a4b02","sha256:663f43d1fc1aecbdc15a10fb6e58d0b940d282c71dd5fb84105f8737739b92da","eb4585c68dd30c2837b9f292d9be34a6632f5caad09636d8a55c89013391411e","63bbdc81c1c5570bb35042c6c1d0dc97489fa0cc889c6e259f47708aa3e370e7"
"d2-v5-master-043","MASTER","8x8","8","8","5","3","2","0.1562","0.3111","28","1.2857142857142858","2","6","19","0","8","4","13","3","4","0.3","0.7778","0.2222","1.0","0.4074","4","1","4","8","0.3705","1","0.0","0.3438","1","1","0.95","56","1.0","85","24","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:62034e04442cc453e6e9b769e54dbe774d7aaf7bf31f93d11cd1de98404ecc4f","sha256:ec77099afd6f79fd09315279ca36a33e2ea63570751111ea4e762937b6dae83e","fdd741b5c6a8715dcaf7ad08881bb0cfdd7e8719678726ff06769dbb39994e9b","5866948c1a1f08799b4d95f68ea9a3dfb18d3cd404d3cfcfa0bbdd9cd19ffbd6"
"d2-v5-easy-044","EASY","8x8","8","8","5","3","2","0.1562","0.3778","40","2.5","4","8","24","0","12","4","17","4","4","0.2","0.8462","0.1538","0.6667","0.282","4","1","6","0","0.2336","1","0.6667","0.5","1","1","0.9667","31","1.0","86","24","COMPLETE","PASS_STRUCTURAL","sha256:9ae7537de32d10f8a256579e7d4a61b5cebe8ac03a63ee21b0ca867c484d523c","sha256:d3e8cf6888e57afa216e08007e4773e0846c80c53599b0f1766032993f3f8582","32a84aec535f91317255e6daaf5b55273b3b551c7d4cca9bee35b8628b6e861d","e7cd9cc0210b3c97e48681994e8008d08f527141c93984c3d8b8ad3a11d50649"
"d2-v5-hard-045","HARD","6x6","6","6","5","2","1","0.2222","0.5714","34","1.2352941176470589","2","7","27","0","16","4","21","4","3","0.3","0.875","0.125","0.5714","0.2083","4","2","8","4","0.38","0","0.0","0.5938","1","1","0.95","42","1.0","85","20","COMPLETE","PASS_STRUCTURAL","sha256:eb9a203fa10a0efbdd87815ed165c1c3b5be3f762cbdc9aedfc900a6785b74d6","sha256:dc81921a9f96cf3e86fb34ada28601170f7136b8b6beb6ec42fbdcb185466d54","6b3c97021244cac66a50a12d463610844e8945b7d24782e278f0d1e040343fe0","9215fa44239d476bc981d29fa4dfad4f6de62dc85adf7112ade60ab108e013b9"
"d2-v5-easy-046","EASY","8x8","8","8","5","3","4","0.1875","0.2727","79","1.7848101265822784","3","8","52","0","56","4","46","5","6","0.0","0.9189","0.0811","0.3529","0.1216","5","3","22","4","0.244","4","0.6667","0.6875","4","4","0.92","4","1.0","80","38","COMPLETE","PASS_STRUCTURAL","sha256:da9d9a91aec3238d57190ef1591d3b2df4140fa8ebd2daa12481ee314711de44","sha256:390844ce3ce8ef2c2be8d5f9853b30221e6e625ba248738abe66e39083eee2ea","2d6e04a80b16b49c9f09efc0cb91c73d2072f0fb415e984559d20b600fc5f4bb","9d634175ef78099b9f1ec16e60eb932dfc2ca82c2d58210432f9635a69dad81d"
"d2-v5-medium-047","MEDIUM","5x5","5","5","3","3","5","0.44","0.1273","10","1.2","2","5","8","0","2","2","7","3","2","0.3333","0.7778","0.2222","1.0","0.3333","3","1","2","2","0.2554","6","0.0","0.4688","1","1","0.6667","46","1.0","80","8","COMPLETE","PASS_STRUCTURAL","sha256:9e793973b1853adc47460324509c429a3d30744226f72557a199e35ba090458c","sha256:738cfb6d03b7762ea2c6b524f61e0efd5f97424fa9747fbf8915853e4a10cbd4","dc7c1524bb4c4e638283fc67aa9b14ac3526c41d8c6b67fa65fd6f4caab25253","310fe8ccf570453526199ab7bf5f969f22743dd9343e45f457926ede1dabb086"
"d2-v5-expert-048","EXPERT","7x7","7","7","5","3","4","0.2449","0.2273","30","1.6","2","4","30","1","6","4","23","5","6","0.3","0.8065","0.1935","0.5","0.387","5","1","8","6","0.263","4","0.6667","0.2812","1","1","0.95","33","1.0","83","24","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:42bf96f6458c238e16a068e03a25ab7d931ce474e20111a80a0eeb4a63d97bd2","sha256:61b73d77d2b1e981ecb69ee0f63fe2417255b7c48ae4acc3fb98f1713d931354","fd76b07a8093a47bddcf95755da7652ec1d871484e6d0aad8ad1de3fab5f341a","91aed3da5214fb951475274464cdd893a23402899e3b7082e977a15c42639379"
"d2-v5-hard-049","HARD","6x6","6","6","5","2","1","0.2222","0.5357","35","2.4285714285714284","5","9","46","0","14","4","34","6","3","0.3","0.8529","0.1471","0.5556","0.2354","6","2","16","12","0.4107","1","0.6667","0.5","2","2","0.8824","25","1.0","85","25","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:e2903607ba31902b761d4b99c4b47e8a4a3d3db4c8c02848c138d07b6174f101","sha256:5ab195cf1f3056bfe19069d89a655f0be2da5bdaf9b67baa3360d6dfe9755e03","4800662b2aac56dfd702f75c68fad41c12733565fd968888ebff8275ccbdf56d","99ab5fb67b095d97c510e21b01e129c116aa2f812ca2179c92706286bc318b24"
"d2-v5-medium-050","MEDIUM","6x6","6","6","3","4","1","0.2222","0.25","12","1.6666666666666667","3","3","10","0","4","2","11","3","2","0.3333","0.7778","0.2222","1.0","0.3333","3","1","4","0","0.3047","3","1.0","0.5","1","1","0.6667","38","1.0","86","8","COMPLETE","PASS_STRUCTURAL","sha256:59d9dc3770d0186a2cd8ff995bf66992f61825ab603f05510a7e889786f90ead","sha256:ebfc95c20a305326113084e5fe43d4d2ddd6903bfaccf0a121916d280d039947","2a01c17731bc8067aab725ed6b38ad2eae99ad4d8b9813f81c91050c02569a13","cc43f0896c66a5657141a04ccdcb845f5e608e0134058d2e8877629dd3398342"
"d2-v5-master-051","MASTER","8x8","8","8","5","4","2","0.1719","0.2727","40","3.9","5","7","19","0","8","4","13","3","4","0.3","0.7778","0.2222","1.0","0.4074","4","1","4","8","0.4363","2","0.0","0.1875","1","1","0.95","55","1.0","87","24","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:10fa5b1fb5657a360432c56b5c17cb93123b4c87af4035d88f0fe1d4752a93da","sha256:ae9ea8f71b412a87566a8902270a125fe45ac25f8e79e250f781a589e28a8c30","2f4f027f970b34fd8b5f40327e94b360e9167e9286df07ecd0f018878a966a4f","671921a2ed284783b4de3738b8c34ca55e8b8393089785ce9f2d8e1c1e4874d0"
"d2-v5-easy-052","EASY","4x4","4","4","3","1","2","0.375","0.4","8","1.5","2","2","10","0","4","2","11","3","2","0.3333","0.7778","0.2222","1.0","0.3333","3","1","4","0","0.4482","1","0.6667","0.5625","1","1","0.6667","40","1.0","89","8","COMPLETE","PASS_STRUCTURAL","sha256:ac7cd648724df829d995d9ad4a669cf3dec5dac2341fc0fb9dc6b80fa2fb18cf","sha256:e224fcd976e14261e2e4a83db0a2486fa64a547631df13e5bffb642d57b20797","622918d9dfa9d5be8261df8fc805a93f9567f9eca72e91b82d46068391a0f428","0458dd405bf5af05494abe4464d836761b9509602efcb0e7f36a9ff67545a2ac"
"d2-v5-hard-053","HARD","5x5","5","5","4","4","3","0.44","0.2727","21","2.1904761904761907","4","7","24","1","8","3","25","5","3","0.5","0.7692","0.2308","1.0","0.3334","5","2","10","1","0.501","2","0.3333","0.4688","1","1","0.8","55","1.0","96","11","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:4439da1e03355488cf9a1db87ea1673caa68ac3ff2ce8b5a3df1b2b1a6b05835","sha256:57342802346bc18bd1fc414dab831e2b3cc7746f41241522e98228a8b8bc5faf","6675c0fe55c299bac1f54784ebabb018c09494799c7e95255acb01ff2bc0e8c0","47723bb87d8e815c2cc2eb26e23efadea9a472fd05d0c38cb63490e9087d1df0"
"d2-v5-easy-054","EASY","8x8","8","8","5","2","5","0.1875","0.2273","64","1.8125","3","5","23","0","28","4","17","4","4","0.1","0.8551","0.1449","0.7143","0.256","4","1","6","8","0.1911","4","0.3333","0.4062","2","2","0.9667","35","1.0","81","40","COMPLETE","PASS_STRUCTURAL","sha256:5d1fb6fcb409259407fe2978488d11374bb22ac2a468c8b5464a4f750ea36c3e","sha256:a1e158e60c3716785123ac81c9678dee2350deba4200efa30a7a3b476b6f9a93","a1794de27e4861ed35c4e48f4b0fc629e0a120c766f45fbe5a0847f000219281","7d199051cb889d32f214d566cabbaab904ede6a6125e4db211f0c149b1ee5e8e"
"d2-v5-medium-055","MEDIUM","6x6","6","6","6","2","1","0.25","0.6389","104","1.3173076923076923","4","9","55","0","66","5","46","7","8","0.2","0.8235","0.1765","0.6111","0.2991","7","2","18","14","0.3285","0","1.0","0.4062","2","2","0.9667","40","1.0","88","45","COMPLETE","PASS_STRUCTURAL","sha256:d1bdee02ae9a083a3ad10a69f84529095323798d3ac0e0cd96a9d670e8091f36","sha256:1b888a7f4703fb91e497009e4371dad7ea066145eab22a95df704b66a79a5ec3","f0ca3c052b1fccb99317f3618e22494985ed7b4816b112db8c76d1ba3b55fbea","5641334f29e276640955f7c917c3a148d4f56cb73702ce2fa9cbe5c9de78b697"
"d2-v5-expert-056","EXPERT","8x8","8","8","5","5","2","0.1875","0.2273","43","1.6511627906976745","4","7","24","0","16","4","17","4","4","0.3","0.7561","0.2439","0.8333","0.4309","4","1","6","16","0.2094","4","0.0","0.25","2","2","0.9","53","1.0","81","30","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:c257347394ecaddaa9c480dce4c4ddca96bfa45b9c216b8703c502951935f20f","sha256:e7340d2dbb0d24a74750dbf45b8215edd497e49ff864144bccd5f8ca1fd31489","e23d92d4b6ffeb6ee6e526e500d7952344f4965fc357e39f5db17a2463805973","61149a4ad6b2f8e5ce27e334afc2df2baa6d1e823a7d50e76925f1f3a9f8ad87"
"d2-v5-hard-057","HARD","6x6","6","6","5","2","1","0.2222","0.6071","52","2.3846153846153846","5","10","31","0","18","4","21","4","4","0.1","0.871","0.129","0.6667","0.215","4","1","8","18","0.3025","0","0.6667","0.5312","3","3","0.9455","28","1.0","89","36","COMPLETE","PASS_STRUCTURAL","sha256:159aab60ba59e6708b1276645a0b4e5cfd2096cdcf3a5ec1b2896e61627610c8","sha256:97681717273cae652742a49a257dfe315d59617746e9fbc88e3619ccf1747e04","e4a23982ee89ca054e4798872722740a170f94048b2f3c47668ddc32af7fa17f","d3dc637fb27eb681dbafed1425969be0e72c6c80c4145c64059800f085dd1332"
"d2-v5-medium-058","MEDIUM","5x5","5","5","4","3","1","0.32","0.3929","32","2.5","4","4","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.2756","2","0.6667","0.4062","1","1","0.9167","28","1.0","94","16","COMPLETE","PASS_STRUCTURAL","sha256:4c820d51c0aba0ba5edde30440ce3471e092c51f9b5d9c113eb2bb0437c40a4d","sha256:03605802b1f5cf1ff9e942a136066b5786f0965f7b80048f3bec55c272eba4be","92252f3a5ce939c17b1d4d0b382e648a99785b04eff228ba5d98527d8f317458","f366a135fe7cec8177bb1e02946650af1b026d1d2b71bc8bbfd693686bfbbf96"
"d2-v5-master-059","MASTER","8x8","8","8","5","4","3","0.1875","0.2879","58","1.9655172413793103","4","11","41","1","26","4","37","6","7","0.3","0.7105","0.2895","0.8","0.5264","6","2","14","7","0.3425","4","0.3333","0.0938","2","2","0.875","48","1.0","80","32","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:529258226d8c6007f32adebfebf91541ad85182b6d1373c10ad2b56262da04c3","sha256:052c0aee433993c303dea43885ec67415c5e09c34e9e52251ae1d3ea6daea09d","9670adffa4b304f73be9f5f513490d26107acf671eefc41fe6e2d6998d3e97f5","a73c7a80c6865dbbb3cc3ce49f23e1760d4c6fa3c4b57bba6a53f93bb17a15fd"
"d2-v5-easy-060","EASY","5x5","5","5","4","2","2","0.32","0.3929","24","1.0","1","5","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.3438","1","0.0","0.5312","1","1","0.9167","37","1.0","90","16","COMPLETE","PASS_STRUCTURAL","sha256:19c34ad315f123676b13b1034da120b1dfff15b49787a964d53a6ef264bf0031","sha256:06c11205e46bcfe448151d981920c51676e43dc3a3a3904ee07d663ddd596c34","9a8f6d9cab18d8f0af67158695c11098eabd7e23b61ad64527afeadbb26faa95","dea6c89d44a59991a8f9d75a8f5efe786716a01f8cc07afb61431aeb4f80cad9"
"d2-v5-hard-061","HARD","5x5","5","5","4","4","1","0.36","0.3056","32","1.5","3","5","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.2635","2","0.3333","0.5","1","1","0.9167","36","1.0","88","16","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:b0c8d85ad944bb229871f4c74f11fc01eea10868fc6b2864a425baa3acfcc08c","sha256:d523fbaa90063334b28e9d351e49381a540c991b4557c86a479182c25e5277e3","72a4d76a4acf84b5e2695cb21f5d9b914058ec7e0ab4ff9a837e51f24f89a62b","8de5f4cc606511d17e5958fd2889401da9817a44a113328fd8bbebd11a50c3f5"
"d2-v5-easy-062","EASY","5x5","5","5","5","3","0","0.32","0.5357","52","2.1538461538461537","4","8","31","0","20","4","23","4","3","0.2","0.9091","0.0909","1.0","0.1515","4","2","10","4","0.3086","0","0.3333","0.625","1","1","0.975","29","1.0","91","24","COMPLETE","PASS_STRUCTURAL","sha256:702870da36efd86d312f39d42dd4bc21400c7abac6c0252ea53fab8137e6d3c2","sha256:379f3be9f1d2fc26319b9b2ee7c2b3ca9fae3f307515386c36f410660b3fe7a3","181b4bd665c27c5979b41d75ebdecffdc20cf9c517e4adf052c886e33beaca00","21b1145895c9348f82323f9c2c1c42b0d5415eec7ed4f981544e94d12719131c"
"d2-v5-medium-063","MEDIUM","5x5","5","5","3","4","1","0.32","0.25","8","1.0","1","4","10","0","4","2","11","3","2","0.3333","0.7778","0.2222","1.0","0.3333","3","1","4","0","0.3206","3","0.0","0.4375","1","1","0.6667","50","1.0","85","8","COMPLETE","PASS_STRUCTURAL","sha256:aac7741f91a4bbca3c2efd866982eeb5d28104a24b67b66295847ed71dcfe7d0","sha256:56f618e5be9473d4013ee92c03ad47569b0a9affd185219232573d3607a65205","5e1dc15e61ae33250dd6b1a7dca11713d9f9e696f5672c1480392a23bf1b459d","94627074a95652317364cdce920ed0e0527c12c9d6a3f1b404e6dabc0a1897d9"
"d2-v5-expert-064","EXPERT","7x7","7","7","5","2","3","0.2041","0.2444","20","2.4","3","4","18","0","8","4","13","3","4","0.3","0.7778","0.2222","1.0","0.4074","4","1","4","8","0.296","2","0.3333","0.3438","1","1","0.95","55","1.0","81","24","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:6ecbf6ec963f9749c017c3baaffe450fe2ae5b7fcfa377d01bae467ff3faebc8","sha256:d5f4d2c0a296134fa5ed4fbfd8beaa18c10bbe66cab77b6d107a93170704a53b","26410591d32a654fb32267fd2446b44dfc395088fec9c0b506cfd56629983f31","7eafa3bf3634cfb3ac9c2d8b9fbe770f1a8423b4cb683b5e9bee596ecf45317b"
"d2-v5-hard-065","HARD","6x6","6","6","4","4","1","0.25","0.3056","32","2.0","3","5","14","0","8","3","12","3","3","0.1667","0.8333","0.1667","1.0","0.2778","3","1","4","0","0.2635","2","0.3333","0.5312","1","1","0.9167","36","1.0","85","16","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:d18948524af6e93ee0ad142bc348865303b40a4e6ffe2a714e8040aeedaafb40","sha256:4b8a01ad665bd3d97c656c47a12311f25394177ae155a4a309352e97a117dd06","af1175cdfede3356be9744d11c6f94cf0f836a469b37ae59570ed9744a53bbde","4837abfae78ba2ae34f82d3cc47f0c1a4f87db9995c7bbefa5f9358b2d95c3a3"
"d2-v5-medium-066","MEDIUM","5x5","5","5","6","1","2","0.36","0.5278","24","1.625","4","10","47","0","18","3","40","6","8","0.5333","0.8889","0.1111","0.4","0.1481","6","2","18","7","0.4121","1","0.3333","0.7188","2","2","0.6667","25","1.0","89","15","COMPLETE","PASS_STRUCTURAL","sha256:413e59eff3ded2621c5de727d0486a3c239713d4d91f87619a067157b8b35a80","sha256:5052dfc331462b084bb632c275e8df551541ea392752006d3e17ddfecd67dc91","ed18fe3a6d26e50a936d7f6ef3756cd1ce8ac138333edc67206ce6c310342ab5","501430d000228bec4d2f77a9411458140f9db5c66b00ce9ebe58f739601f74e6"
"d2-v5-master-067","MASTER","8x8","8","8","5","2","2","0.1406","0.3333","20","1.4","2","4","19","0","8","4","13","3","4","0.3","0.7778","0.2222","1.0","0.4074","4","1","4","8","0.3286","1","0.0","0.3438","1","1","0.95","56","1.0","81","24","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:c2b558371d451e5d2bf2ec5978fdad0229061533735df1c0d78d2400569514de","sha256:689e2f9340c78bb6ebd25feea2b99112a4bb87a3903f0b1e4c89a7bb92ddc558","f2f24b3a8ca2bfd493d1a6ec86a4aa3b4ac72187bde68a5670c490ecf83d07bf","f038c9b53d1c33c5f6a6a3daa03e575e652507977261d2e48ea0e678063a06e3"
"d2-v5-easy-068","EASY","8x8","8","8","3","3","3","0.1406","0.1667","8","2.5","4","3","10","0","4","2","11","3","2","0.3333","0.7778","0.2222","1.0","0.3333","3","1","4","0","0.3506","3","0.6667","0.5625","1","1","0.6667","39","1.0","80","8","COMPLETE","PASS_STRUCTURAL","sha256:efec326bbe38cf2831fea9d89612188b52f89eb5978aef0bbec68b15feaded92","sha256:ef048e5ecf253962aa3df679777abf8576e94ef7987b0c3b923406bfd280691b","9bf4fec6c66079351b08ca015b1bbbcf5d9b1d58b1cb84acf5e5ab3291707ccd","23ecd18a3ffa1628859c637fd34d1af31df2040ac0a696ba1d4031dac0f485d5"
"d2-v5-hard-069","HARD","5x5","5","5","6","5","1","0.48","0.3333","51","1.2352941176470589","2","8","51","2","29","5","39","6","5","0.2","0.9","0.1","0.4167","0.2","6","2","18","4","0.2519","2","0.6667","0.5625","3","3","0.9318","24","1.0","94","32","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:b51947bbfcdb53b6e1f0a0df71a843bed128c2f8b2f13f0d276c37b4e308dcae","sha256:70842965a33e202c135803d6399484c57cf432a00c6473c3f95e08ce1ee6a98b","46ef0cc4e045bf1af624f15b8cda343a41d8655a589352ab89ef53ef4ca9346a","6d6abf5f5bd65f78c470aff8aea9fa0327bdbad2ebde09cb08199c072d472419"
"d2-v5-easy-070","EASY","5x5","5","5","5","1","4","0.4","0.3556","38","1.105263157894737","3","6","43","0","28","4","37","5","4","0.0","0.9091","0.0909","0.3636","0.1364","5","2","18","2","0.284","2","1.0","0.75","3","3","0.88","8","1.0","89","26","COMPLETE","PASS_STRUCTURAL","sha256:0bfb9785956593bf785cdc3110db9e20e38ba00383ddb6ddccd9508a665cb78b","sha256:001a31e6a68761328d39d60629b33903a0dc56f9d22779341db9e1e79fdd6d26","6b850c1033b0f2a11aa72b22520978d57e84b1c40e9c11a1c06b929f3b937e8b","a12531e3a38ca0d20b1829fc9236e535ae81e31b15a4ad91c8335c535d1f8b8d"
"d2-v5-medium-071","MEDIUM","6x6","6","6","5","2","2","0.25","0.4444","45","1.3333333333333333","2","9","29","0","25","4","24","5","3","0.3","0.8611","0.1389","0.5","0.2222","5","2","10","10","0.3838","1","1.0","0.375","2","2","0.9","34","1.0","86","25","COMPLETE","PASS_STRUCTURAL","sha256:50e6b007ba03c5530df3e571bd816d1695079d48d2eb4f66a7007146294bd20b","sha256:44fd8d6a961d26325ccc8687b771b42181d7fb814a80710d1c33eb9724228eca","f0da0a4510c9d2bce8790efe3814e32c716313390560e7dc889af83df34f573a","41875f2bafb56bbc9f79c9b3ba92ad4a68c2a415da6d565196d64dcd50a24a5e"
"d2-v5-expert-072","EXPERT","7x7","7","7","6","4","3","0.2653","0.2692","70","3.3142857142857145","6","12","43","1","16","5","30","5","9","0.6","0.6774","0.3226","1.0","0.699","5","2","10","18","0.2166","3","0.0","0.0312","1","1","0.9167","66","1.0","90","36","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:2e366f1ebb0f3378bfc36abd93a9373a302ff0abf380ae2f237a0806b445aabd","sha256:c1673a3800d8d6cdaf06ce4441477262bf90cf38e71a8ec4b9db0945620ca362","b044e30a24a385c7812acd20b04bba21a134b9f01a30741032949bad6a406838","5ba5515cfda06482a2150f60b0636f58657fe2c96ac0a5aa0e963b50b8914ef5"
"d2-v5-hard-073","HARD","6x6","6","6","6","4","1","0.3056","0.3636","56","1.8571428571428572","5","7","44","0","12","5","36","5","8","0.5333","0.8","0.2","0.625","0.4133","5","2","14","4","0.3688","2","0.6667","0.375","1","1","0.9375","47","1.0","95","28","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:f861b55b204dec7c2b8411b2a180d9f1dd6fe28dd153a0827bac592efe5244bd","sha256:b08ad9d9d5943a9c74f1ebea150f4e2f4860d0059719128b23813af8ae7da2f5","cedd8e5241a046354fd0039b1527d554fc3d5bcc501d3477d2afaebce55349c2","3e032e87be7564b108518c9d1fabf437501256fc585125c6ee613727957934b7"
"d2-v5-medium-074","MEDIUM","5x5","5","5","5","3","4","0.48","0.2424","84","1.0952380952380953","2","6","40","0","48","4","35","6","4","0.1","0.8485","0.1515","0.7692","0.2676","6","2","16","4","0.1806","5","1.0","0.7188","2","2","0.96","22","1.0","86","40","COMPLETE","PASS_STRUCTURAL","sha256:7c14d51cc073ceafd5c01cdb0671ebe9d32f9c7af5f0ea7f1d388a74934cad09","sha256:f6ecdeee82632198ec8d97c52561b0eff786cee2c79970a234c7afdb859c4a92","521c22c395559b9dfdfdb25d210be1d99e806ee972d09a859444dbfa7c6d6761","cc9d004558445278e54b341b76ae037c84bea3c1a995c8afab03645c61bb5be4"
"d2-v5-master-075","MASTER","8x8","8","8","5","4","2","0.1719","0.3091","32","2.0","5","6","23","1","10","4","18","3","4","0.4","0.8519","0.1481","0.4444","0.2468","3","1","6","4","0.3897","3","0.3333","0.5312","1","1","0.9333","41","1.0","82","18","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:e9e8bd20cf02e68c75b871d270f03fa6154138f37a88863b1252e493c9f7b23d","sha256:127c1d8e0ea12c11d99f3acc20c7c2dce1669a447b980f7ccc6196e00e3e0516","4d9ef3759d7c0372ec36521a520f85642848bb742f3be32b6d33999a1397733a","bc35ec42e9f5d892ca1ac9dd0f23f2bd00250cadaed3a64e44b5876ac7b62b14"
"d2-v5-easy-076","EASY","8x8","8","8","5","2","5","0.1875","0.2424","30","1.2666666666666666","3","9","27","0","14","4","21","4","3","0.3","0.8537","0.1463","0.4615","0.2357","4","1","6","6","0.2485","4","0.0","0.5938","1","1","0.9667","37","1.0","80","24","COMPLETE","PASS_STRUCTURAL","sha256:c39aba7a5465cbd474bc69c1bdb8cb3829011dcb028e502c6243b1862b894fb5","sha256:5f409117f052d3eb8158e4013412410590997fe2c7aafaf38cc613d7fb1ff466","2351fd04ede19d028b75e140fddd1d304b7c0dda254dcdc50eaad7b00d3d1a51","b4c43001c1335c12e680d862a8468d689154161380618b0ec56465ac2e55aad8"
"d2-v5-hard-077","HARD","5x5","5","5","6","4","1","0.44","0.4364","104","2.6153846153846154","4","11","54","1","42","5","40","6","4","0.2","0.8987","0.1013","0.4706","0.1773","6","2","18","16","0.239","2","0.6667","0.4688","4","4","0.9556","21","1.0","97","48","COMPLETE","REVIEW_ISOLATED_OBJECTS","sha256:e8bd2f14178b82cd924a12dbdae6e159eca825e89723e1c6de5738edbc6d9405","sha256:d0ca8517ab5c7b1c51c972077ede24bcb3d4ae5881412c7a91bd32a6de41247b","a4c8b11eae92e25bf5b1dd1a8ec4c373a748b6df8cdaad6491e94d2479f44a32","7c60742aaf1e9bc77e9bde9ed35abb521a86d0ce2717ea3d3b40f06ad7c0621e"
"d2-v5-easy-078","EASY","5x5","5","5","5","2","1","0.32","0.5714","53","1.4150943396226414","2","5","41","0","32","4","39","6","5","0.1","0.8378","0.1622","0.6","0.2613","6","2","18","0","0.3344","0","0.3333","0.5625","2","2","0.9","41","1.0","94","22","COMPLETE","PASS_STRUCTURAL","sha256:cf6c66985ac0ba3a277939b76a4137189637a4c53ac1bdef53622b4bf7154e48","sha256:ae03d440eb5cd1bf650278eb7aa16dcbb2ff403faa2d13b7f6236d9f19e94618","a3bea3aba6bf48b24cc1e6e1ffbc2f88193acbbc8698a01e07818b87c790070c","a8f9444f532fa6e189c8eaf5764e00c806ba34a5791457b74966be37ed149825"
"d2-v5-medium-079","MEDIUM","5x5","5","5","6","3","4","0.52","0.3077","170","1.1764705882352942","2","12","41","0","70","5","31","5","5","0.1333","0.845","0.155","0.6061","0.2997","5","2","12","25","0.2307","2","1.0","0.4688","4","4","0.9733","35","1.0","92","75","COMPLETE","PASS_STRUCTURAL","sha256:c49c67984a6b15dd056bf918b187ec6b6adba664b511dbb2e58ebc1b73f2f19d","sha256:b86557f2d85f96ccee868481764478af696cba6c0c775660be3adc2d0b391323","e0a5204b6cd5b5cb9f4e25a9ac87236718ff348250f75623451d89c342cd1637","4d32d6cef5e09d5d51f9437e3c02901d082d45dbfd671e22786116dbbfe8425a"
