level_id,campaign_number,seed,profile,generator_version,exact_fingerprint,symmetry_fingerprint,board,arrows,magnets,walls,certified_solution,solution_count,solution_capped,difficulty_score,difficulty_band,quality_score,quality_status,quality_reasons,fatal_choice_ratio,forced_move_ratio,average_branching,maximum_branching,critical_constraints,pull_actions,push_actions,polarity_flips,controller_changes,occlusion_dependencies,cancellation_dependencies,wall_dependencies,visual_congestion,solver_states,generation_certification_ms,essential_analysis_capped,attempts,similarity_neighbors,proposed_curriculum_position
m52-candidate-520082,148,520082,m52-advanced-continuation-v1,2,sha256:3cfba5b03b0bd3b2ce1d3ebb72c3cca65dacd1836672db06e14214a46d209445,sha256:41e9945a5e5424fcebb125477cd432fa17743208e9e98320b714adf968a7eb8a,7x7,5,2,3,"A+B+C+D+E",60,false,37,Normal,98,ACCEPT,"",0.0000,0.2000,2.8000,4,0,1,0,1,0,0,1,0,0.1576,24,0,false,1,"m52-candidate-520049",148:mastery-set
m52-candidate-520083,149,520083,m52-mastery-v1,2,sha256:a9296056158870cde2019f1f3aa7807b166a97d0dce380bafe79c2b9bb369e5c,sha256:61197bc4152df69d6caeac9fc1b793035336034bd4c556ecad7d78adb1265d19,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1414,64,2,false,1,"m52-candidate-520014+m52-candidate-520024+m52-candidate-520026+m52-candidate-520062+m52-candidate-520103+m52-candidate-520152+m52-candidate-520200+m52-candidate-520211+m52-candidate-520257+m52-candidate-520272+m52-candidate-520328+m52-candidate-520338",149:mastery-set
m52-candidate-520084,150,520084,m52-advanced-continuation-v1,2,sha256:368acdece5bd8e9a14dbc7f0441899053a6c742caf6434312f2378a72c275eed,sha256:fb096063c6e1e7ec33c7ba92b3b85c14e6bb30306784447c0a6f4b7f5be3481c,7x7,6,2,7,"A+B+C+D+E+F",64,true,48,Medium,98,ACCEPT,"",0.0000,0.1667,3.3333,5,0,2,2,4,1,0,0,0,0.1650,48,1,false,1,"m52-candidate-520047+m52-candidate-520127+m52-candidate-520140+m52-candidate-520149+m52-candidate-520157+m52-candidate-520173+m52-candidate-520212+m52-candidate-520290",150:mastery-set
m52-candidate-520086,101,520086,m52-mastery-v1,2,sha256:a1b36a4205db832ad98a3cc0e20e51b2c601bf9c1a5b680f7151408982eba34f,sha256:1abf04ce319dfa50eef4824f9270248404c581de79712c2358a8c41359bd3bb1,7x7,6,2,8,"A+B+C+D+E+F",64,true,49,Medium,98,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1778,48,1,false,1,"m52-candidate-520059+m52-candidate-520122+m52-candidate-520128+m52-candidate-520329+m52-candidate-520347",101:reorientation
m52-candidate-520087,102,520087,m52-advanced-continuation-v1,2,sha256:f5d73f497316eff7b805486c75031588c5b72c8e835edfbee74e2db12f235a8e,sha256:374b25706c57c753164993952254730296ab637a2090811f104f0910b53d6f7d,7x7,5,2,6,"A+B+C+D+E",60,false,37,Normal,98,ACCEPT,"",0.0000,0.2000,2.8000,4,0,1,0,1,0,0,1,0,0.1891,24,0,false,1,"m52-candidate-520054+m52-candidate-520145+m52-candidate-520163+m52-candidate-520216+m52-candidate-520217+m52-candidate-520295+m52-candidate-520334",102:reorientation
m52-candidate-520088,103,520088,m52-advanced-continuation-v1,2,sha256:fe3a20d07038c5d9990074e94154ce8cbdf386332053e59137031f787e927cbc,sha256:a1436b746c9c31cf6c06d79f89e5b5503b589fe1f710b80204fd0f8bb2e2d3ab,7x7,3,1,7,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1486,7,0,false,1,"m52-candidate-520256",103:reorientation
m52-candidate-520089,104,520089,m52-mastery-v1,2,sha256:fda4fa8a7d5eea093c98c6595317fad8b6554cc31ab12b15a44ce52413f5bd09,sha256:b62ca0a84831e8357a5b87a8389ad6592af4c6c6bb6106314f1402c1731daa66,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,1,2,3,1,1,0,1,0.1455,64,2,false,3,"m52-candidate-520039+m52-candidate-520044+m52-candidate-520058+m52-candidate-520137+m52-candidate-520144+m52-candidate-520156+m52-candidate-520195+m52-candidate-520229+m52-candidate-520296+m52-candidate-520341",104:reorientation
m52-candidate-520090,105,520090,m52-advanced-continuation-v1,2,sha256:5cad8367a83bbd3694f96a0191695ec2bb3fcb48a1ee41f5ba27a77a65b30d5d,sha256:2a899f5f2fd3ba9a30ab47aae42de29c6a5d39088ecfbb718c3276006c5c7807,7x7,3,1,6,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1354,7,0,false,1,"none",105:reorientation
m52-candidate-520092,106,520092,m52-mastery-v1,2,sha256:d64e137fac93d138c51ee838ce80a47b04ae9ae1516fd784b3bd3fce9f65c30a,sha256:50daf61212d7a868f22e7e37091a4a112204a7f9544f2d7e6499f7e106f3a3ec,7x7,6,2,3,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1213,64,1,false,1,"m52-candidate-520023+m52-candidate-520080+m52-candidate-520113+m52-candidate-520260+m52-candidate-520289",106:reorientation
m52-candidate-520095,107,520095,m52-mastery-v1,2,sha256:2ee18b7ed64647c7bfe4ab220b90bb2a4ec788efcfd5992a01cd55ab1726e7f2,sha256:a95d4a0399d96b5b03b5050e246cc34a7275201efabb832c8fb40b431830ce79,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1566,64,2,false,1,"m52-candidate-520030+m52-candidate-520031+m52-candidate-520037+m52-candidate-520038+m52-candidate-520081+m52-candidate-520110+m52-candidate-520112+m52-candidate-520141+m52-candidate-520179+m52-candidate-520199+m52-candidate-520245+m52-candidate-520258+m52-candidate-520275+m52-candidate-520305",107:reorientation
m52-candidate-520099,108,520099,m52-advanced-continuation-v1,2,sha256:d748230858979077d5e90c1432af8adfe39b3c6ec9cbf7c1ba8ef5a82632f583,sha256:28d7464c4a0f14a133a102e93f0a3edffbe1e6a0e9ea4943e59edfe57ab71d2f,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1338,64,1,false,1,"m52-candidate-520194+m52-candidate-520317",108:reorientation
m52-candidate-520100,109,520100,m52-advanced-continuation-v1,2,sha256:a03854b139a054dff2236e56cb42c38e5b2beee2817c13b8cbfca3a32104a739,sha256:502c33c1506c5deca2c62e6ea436a81794434023572f0d89fa0e792ab27b2d7c,7x7,3,1,6,"B+A+C",2,false,60,Medium,90,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1243,7,0,false,1,"none",109:reorientation
m52-candidate-520101,110,520101,m52-mastery-v1,2,sha256:57f656269a8ac51617f71dfe24ace8e5413913b17de96bd6b448726cbfc849d5,sha256:a13122eabe69512a44aa3ccfe4c902dbf3f586799070b2db158299127179892f,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1423,64,1,false,1,"m52-candidate-520017+m52-candidate-520035+m52-candidate-520063+m52-candidate-520065+m52-candidate-520265+m52-candidate-520344",110:reorientation
m52-candidate-520103,111,520103,m52-advanced-continuation-v1,2,sha256:73ee095261e505c066768943ddc7b558c2a5d927e00cf004964feca5ec06ff5a,sha256:ee8014550e93d408cbb97d9c0977c87b9791d57e6ff51cf197afbfd03021c3c2,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1338,64,1,false,1,"m52-candidate-520014+m52-candidate-520024+m52-candidate-520026+m52-candidate-520062+m52-candidate-520083+m52-candidate-520152+m52-candidate-520200+m52-candidate-520211+m52-candidate-520257+m52-candidate-520272+m52-candidate-520328+m52-candidate-520338",111:crossfields
m52-candidate-520105,112,520105,m52-advanced-continuation-v1,2,sha256:6d1f8516bfd881f9b8c793b8bc656b3db9649893c3cb0eab571d153c9c0f701a,sha256:263506de5139097d81cab287af2f0f8ead6953f21852bda3af847e0c5113d97f,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1338,64,1,false,1,"m52-candidate-520005+m52-candidate-520074+m52-candidate-520077+m52-candidate-520119+m52-candidate-520185+m52-candidate-520206+m52-candidate-520235+m52-candidate-520311",112:crossfields
m52-candidate-520108,113,520108,m52-advanced-continuation-v1,2,sha256:e8665dfc3365feff37f02bd63d40caa9c21c503ebc9c3e9e91acb12bbcb63667,sha256:05b247706544f01c971cab79dc427462dd34e5df2e8af0f849cbd909ffce8bd6,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1423,64,3,false,1,"m52-candidate-520070+m52-candidate-520109+m52-candidate-520146+m52-candidate-520161+m52-candidate-520164+m52-candidate-520224+m52-candidate-520236+m52-candidate-520287+m52-candidate-520303",113:crossfields
m52-candidate-520109,114,520109,m52-advanced-continuation-v1,2,sha256:520633f4c3e693dbf758e25b6348d3047bb0f2f3a13c22d0e85c4f09518fb941,sha256:ac30c2abe4d91c39882f0042dc8ff931948605c75ba2c97d61ff6ecd0622d706,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1455,64,1,false,1,"m52-candidate-520070+m52-candidate-520108+m52-candidate-520146+m52-candidate-520161+m52-candidate-520164+m52-candidate-520224+m52-candidate-520236+m52-candidate-520287+m52-candidate-520303",114:crossfields
m52-candidate-520110,115,520110,m52-mastery-v1,2,sha256:3355e00af5830921d4b7fd687986d8fe9177538fdc6ece9d363df2305f4eac79,sha256:54695c2f465e3b82eee91dd4ea9b2daa5e77922757bdd4a83ba367724d69e180,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1593,64,1,false,1,"m52-candidate-520030+m52-candidate-520031+m52-candidate-520037+m52-candidate-520038+m52-candidate-520081+m52-candidate-520095+m52-candidate-520112+m52-candidate-520141+m52-candidate-520179+m52-candidate-520199+m52-candidate-520245+m52-candidate-520258+m52-candidate-520275+m52-candidate-520305",115:crossfields
m52-candidate-520112,116,520112,m52-advanced-continuation-v1,2,sha256:8707e271bbb3ce4cbe36aea9f6fbf78ef90b9df53cea04d77583cf4e2978c2ad,sha256:b30a30fa26cf78adbc096390d17c6e4d7c7cb48c77a8323df6a1018fad8a079c,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1593,64,1,false,1,"m52-candidate-520030+m52-candidate-520031+m52-candidate-520037+m52-candidate-520038+m52-candidate-520081+m52-candidate-520095+m52-candidate-520110+m52-candidate-520141+m52-candidate-520179+m52-candidate-520199+m52-candidate-520245+m52-candidate-520258+m52-candidate-520275+m52-candidate-520305",116:crossfields
m52-candidate-520113,117,520113,m52-mastery-v1,2,sha256:6940d9eac5049e09dd5ff261ae7ba2ab95679acc9b52d8f4d315eada25ebedfd,sha256:969d4f7bbaa331d24cb40d581409131fe385e5d8af565f6ab9fcaa2c9ea6d6f4,7x7,6,2,3,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1213,64,1,false,1,"m52-candidate-520023+m52-candidate-520080+m52-candidate-520092+m52-candidate-520260+m52-candidate-520289",117:crossfields
m52-candidate-520114,118,520114,m52-advanced-continuation-v1,2,sha256:bc5ce32a1bbc1d04e558e72e2e24bbae680aa2adc40fd1ab8c1c91aadfe71165,sha256:62632994d072cee6ca74c25224a61c8d72996802f6c656d1f2841fc854f4e80b,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1650,64,1,false,1,"m52-candidate-520068+m52-candidate-520155+m52-candidate-520166+m52-candidate-520176+m52-candidate-520196+m52-candidate-520221+m52-candidate-520233+m52-candidate-520241+m52-candidate-520323+m52-candidate-520332",118:crossfields
m52-candidate-520116,119,520116,m52-mastery-v1,2,sha256:35b7b1dd6dcc01a6f5c061807f9654dec2e1776d559e7d015af9a81bc6998bf8,sha256:3a3270b16f89c7dec3fa277a4891c345051b234ed1ce9bca65adda9b45cee995,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1593,64,1,false,2,"m52-candidate-520050+m52-candidate-520073+m52-candidate-520125+m52-candidate-520130+m52-candidate-520167+m52-candidate-520242+m52-candidate-520251+m52-candidate-520263+m52-candidate-520294+m52-candidate-520308",119:crossfields
m52-candidate-520118,120,520118,m52-advanced-continuation-v1,2,sha256:8ef34889ca32d340ffc3b55a1a80159b4e0506520f74ffcdfe74ea4bbde88c7f,sha256:d51c982c1b68533d6bf34282c5bcf401361d096ee5802b5820c850c44925e852,6x6,3,1,7,"B+A+C",2,false,61,Hard,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1891,7,0,false,1,"m52-candidate-520147",120:crossfields
m52-candidate-520119,121,520119,m52-mastery-v1,2,sha256:52b8c74b3f3c76a6b15e33344f248e38ae9e207bf0cf9539c161430dad9f3e8a,sha256:4e117747e3e29ede3051597b28d939da038a90dece2c3f2e801e678b189deddd,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1224,64,1,false,1,"m52-candidate-520005+m52-candidate-520074+m52-candidate-520077+m52-candidate-520105+m52-candidate-520185+m52-candidate-520206+m52-candidate-520235+m52-candidate-520311",121:crossfields
m52-candidate-520122,122,520122,m52-mastery-v1,2,sha256:81d9327457dfc40dfa89ef74b5ad7c0e51d083ccf9edbb75013718a119832514,sha256:84719eb233d2e52f1f96c5bbf0806003a4b31b6c24889f1fb730eb553b4a6fb9,7x7,6,2,8,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,1,2,3,1,1,0,1,0.1820,64,1,false,1,"m52-candidate-520059+m52-candidate-520086+m52-candidate-520128+m52-candidate-520329+m52-candidate-520347",122:crossfields
m52-candidate-520125,123,520125,m52-mastery-v1,2,sha256:3ff5b2053bc84fb4dde4c2f05052dcd54981d7f58f1282373df163f24eb217a7,sha256:f74ffcb7546c75770e1aaa39350ed9d275ba2c2d8a52bf2f1d3c7a5d72b5d9cd,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1538,64,1,false,1,"m52-candidate-520050+m52-candidate-520073+m52-candidate-520116+m52-candidate-520130+m52-candidate-520167+m52-candidate-520242+m52-candidate-520251+m52-candidate-520263+m52-candidate-520294+m52-candidate-520308",123:crossfields
m52-candidate-520127,124,520127,m52-advanced-continuation-v1,2,sha256:19e2c48615e03fd1bb5b3386324e1066f3c86b17081d02bec7311829c7ad42a1,sha256:ccfa8a140868176d8bee0d7773016f9d10456a74d3974334e5ce8fd4a9b3c28f,7x7,6,2,7,"A+B+C+D+E+F",64,true,71,Hard,95,ACCEPT,"",0.2000,0.1667,3.0000,5,3,2,2,4,1,0,0,0,0.1673,64,1,false,1,"m52-candidate-520047+m52-candidate-520084+m52-candidate-520140+m52-candidate-520149+m52-candidate-520157+m52-candidate-520173+m52-candidate-520212+m52-candidate-520290",124:crossfields
m52-candidate-520128,125,520128,m52-mastery-v1,2,sha256:562df2df216e0b8982c18093c82afab35e4afbac680defcb1b50cb01fa6c8c6d,sha256:5567abe17627caa0a87add1dfdcf72b76197f871cc0ff12027014e156df7922f,7x7,6,2,8,"A+B+C+D+E+F",64,true,49,Medium,98,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1737,48,1,false,1,"m52-candidate-520059+m52-candidate-520086+m52-candidate-520122+m52-candidate-520329+m52-candidate-520347",125:crossfields
m52-candidate-520130,126,520130,m52-advanced-continuation-v1,2,sha256:9a1bb85b6c28fd8db87781e31c5bda0cf11b79fd835d7d304dff23f46f28a499,sha256:22eb70288957c0ad95c4c84eb254f81161917213ab310c0c7164aa92422db595,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1566,64,1,false,1,"m52-candidate-520050+m52-candidate-520073+m52-candidate-520116+m52-candidate-520125+m52-candidate-520167+m52-candidate-520242+m52-candidate-520251+m52-candidate-520263+m52-candidate-520294+m52-candidate-520308",126:polarity-chains
m52-candidate-520131,127,520131,m52-mastery-v1,2,sha256:4496f5cdb5b721187b9dad1f7b0abd4c39bcf446e12efcfb308a4f9988f4d9fb,sha256:6e59da4b8c0ef35895c22d35a80f7d50496a2bcfae64e926656f1e9efcfcbb68,7x7,6,2,3,"A+B+C+D+E+F",64,true,47,Medium,99,ACCEPT,"",0.0000,0.1667,3.3333,5,0,2,2,4,1,0,0,0,0.1304,48,1,false,1,"m52-candidate-520056+m52-candidate-520143+m52-candidate-520172",127:polarity-chains
m52-candidate-520133,128,520133,m52-advanced-continuation-v1,2,sha256:1317b9be246ed4ea24cf362b81cda9ef305c508e5c7044c3af6ee36bd9886ed6,sha256:a1bc209c7c5e2afc6f417b03df50d43f763ee4709ec9036b0a8fd963f80f101c,6x6,3,1,5,"B+A+C",2,false,60,Medium,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1667,7,0,false,1,"m52-candidate-520207",128:polarity-chains
m52-candidate-520135,129,520135,m52-advanced-continuation-v1,2,sha256:10a5f0c886dbb017088e1c693a54ae72183f003baa54a2fb0a05e16cf60ed008,sha256:0d07e56e7fddd6d4e4887501591f6bcc9cefbdecb0078c3e431227e3e7b25875,7x7,6,2,2,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1076,64,1,false,1,"m52-candidate-520282",129:polarity-chains
m52-candidate-520137,130,520137,m52-mastery-v1,2,sha256:25a1d46433a9da6d2bb98265a4f1a4ff760f572c473b7bc7121a1c52d8564981,sha256:fdcb4ab6dc35cbba3f06017a394c30012fe8c490cebed05c0120479c2a8a9e56,7x7,6,2,5,"A+B+C+D+E+F",64,true,49,Medium,99,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1423,48,1,false,1,"m52-candidate-520039+m52-candidate-520044+m52-candidate-520058+m52-candidate-520089+m52-candidate-520144+m52-candidate-520156+m52-candidate-520195+m52-candidate-520229+m52-candidate-520296+m52-candidate-520341",130:polarity-chains
m52-candidate-520138,131,520138,m52-advanced-continuation-v1,2,sha256:420d1508fc01b67bae7cdeb472bd4b57d6b216f3a8b040277e44d7a3eec51f88,sha256:c0ea357513545d6a2439bb15d9326aaf4e3df16c1c43dacf34ae5ab9443a1bdf,7x7,4,1,5,"A+B+C+D",4,false,67,Hard,88,ACCEPT,"",0.6000,0.5000,1.5000,2,2,2,2,4,0,0,0,0,0.1132,15,0,false,1,"m52-candidate-520153+m52-candidate-520270",131:polarity-chains
m52-candidate-520140,132,520140,m52-mastery-v1,2,sha256:e1867b66b1d0d8b6ee98f5326acbb46fd482fd38e27516c083146392a3940cf6,sha256:387038e17f05ae0d4ee4363a010f288a2ed12dcf5f8ec89331e6c8ddc3fdc891,7x7,6,2,7,"A+B+C+D+E+F",64,true,49,Medium,98,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1650,48,1,false,1,"m52-candidate-520047+m52-candidate-520084+m52-candidate-520127+m52-candidate-520149+m52-candidate-520157+m52-candidate-520173+m52-candidate-520212+m52-candidate-520290",132:polarity-chains
m52-candidate-520141,133,520141,m52-advanced-continuation-v1,2,sha256:d17cbcb3c3f690a3d33bc1151c589470169b8c6963915945d0f46504c4a07335,sha256:6852d28102c64efd519d9001f72af9efbcf09ef60b64de7246b46356929f1bc5,7x7,6,2,6,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1538,64,1,false,1,"m52-candidate-520030+m52-candidate-520031+m52-candidate-520037+m52-candidate-520038+m52-candidate-520081+m52-candidate-520095+m52-candidate-520110+m52-candidate-520112+m52-candidate-520179+m52-candidate-520199+m52-candidate-520245+m52-candidate-520258+m52-candidate-520275+m52-candidate-520305",133:polarity-chains
m52-candidate-520143,134,520143,m52-mastery-v1,2,sha256:23b405e808140fb152cb2af72fde196f55d8f8272d35e1b4eb473e8f592d3d13,sha256:c6c87deb7abcd8e73b740e138e3b622faa6fe4c424774a2d4f633c7fc98b82e7,7x7,6,2,3,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1168,64,1,false,2,"m52-candidate-520056+m52-candidate-520131+m52-candidate-520172",134:polarity-chains
m52-candidate-520144,135,520144,m52-advanced-continuation-v1,2,sha256:c1a22886aabe9daa610ea228b404e2d8cd435c4cd81d511e7521f9ce8aa1bb31,sha256:9fb67e3a2f319d3a41b40e0b311e56d672564a9640d6299f79619baec5fc9dd0,7x7,6,2,5,"A+B+C+D+E+F",64,true,49,Medium,99,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1487,48,1,false,1,"m52-candidate-520039+m52-candidate-520044+m52-candidate-520058+m52-candidate-520089+m52-candidate-520137+m52-candidate-520156+m52-candidate-520195+m52-candidate-520229+m52-candidate-520296+m52-candidate-520341",135:polarity-chains
m52-candidate-520145,136,520145,m52-advanced-continuation-v1,2,sha256:121d2fca84ba0b0cd876e37edc0d4707cde63ad08fe01bbce0d97ef58d90b534,sha256:1c519e43b005f24ae7474168d8a25d212ed2d497792ece6d2748f9104bb71071,7x7,5,2,6,"A+B+C+D+E",60,false,37,Normal,98,ACCEPT,"",0.0000,0.2000,2.8000,4,0,1,0,1,0,0,1,0,0.1923,24,0,false,1,"m52-candidate-520054+m52-candidate-520087+m52-candidate-520163+m52-candidate-520216+m52-candidate-520217+m52-candidate-520295+m52-candidate-520334",136:polarity-chains
m52-candidate-520146,137,520146,m52-mastery-v1,2,sha256:14d9835f1e1e1b19aaf0bbc74fb38b10af8df2ade55c9a4ba600c85c08345660,sha256:dbe84d03cd4bee88bfb741e8a4fa01baa8be8d2a0b64716995e4071cf087b7ce,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1583,64,1,false,1,"m52-candidate-520070+m52-candidate-520108+m52-candidate-520109+m52-candidate-520161+m52-candidate-520164+m52-candidate-520224+m52-candidate-520236+m52-candidate-520287+m52-candidate-520303",137:polarity-chains
m52-candidate-520147,138,520147,m52-advanced-continuation-v1,2,sha256:f7a4ba018a939acc2973963ef29437d1f9aebcd4d95ddeb916399e189bffd323,sha256:ea0ca58838fa33c1421e66342636bec076316ed1c2741a923b31406ae279558c,6x6,3,1,7,"B+A+C",2,false,61,Hard,89,ACCEPT,"",0.5000,0.6667,1.3333,2,1,2,1,3,0,0,0,0,0.1891,7,0,false,1,"m52-candidate-520118",138:polarity-chains
m52-candidate-520149,139,520149,m52-mastery-v1,2,sha256:0ba78c92edaaca1972653d5a040ff0e469ba1df7519ee7f3a249f60420efa3b2,sha256:663a694c98f6deca6ead19845487c27859933ff2e9e2b0e5ba0adf02bb10962a,7x7,6,2,7,"A+B+C+D+E+F",64,true,49,Medium,98,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1626,48,1,false,3,"m52-candidate-520047+m52-candidate-520084+m52-candidate-520127+m52-candidate-520140+m52-candidate-520157+m52-candidate-520173+m52-candidate-520212+m52-candidate-520290",139:polarity-chains
m52-candidate-520152,140,520152,m52-mastery-v1,2,sha256:2e7e39ceba5f4f3e8280973b4a79409a5d8d90ab74f737ed9f8f8036cc7c4ec4,sha256:6b579768b5e7701da7e5ed1f2990fa3959bf6ea4429261d4106b2452bfa72e49,7x7,6,2,4,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1376,64,1,false,1,"m52-candidate-520014+m52-candidate-520024+m52-candidate-520026+m52-candidate-520062+m52-candidate-520083+m52-candidate-520103+m52-candidate-520200+m52-candidate-520211+m52-candidate-520257+m52-candidate-520272+m52-candidate-520328+m52-candidate-520338",140:polarity-chains
m52-candidate-520153,141,520153,m52-advanced-continuation-v1,2,sha256:e9f9bbc05aad9ad984ec0ef7501ab08d3ea88f315a616e296e9db96182aec226,sha256:fe96f5c815a6063dc3cb000800b53fdd0e42c57a787de4b5fd8d98234f5a621e,7x7,4,1,5,"A+B+C+D",4,false,67,Hard,88,ACCEPT,"",0.6000,0.5000,1.5000,2,2,2,2,4,0,0,0,0,0.1243,15,0,false,1,"m52-candidate-520138+m52-candidate-520270",141:mastery-set
m52-candidate-520155,142,520155,m52-mastery-v1,2,sha256:a3ef481a0c5d636785caad1d62a0d30821ac23afeec28bc8e969c61eed73d5b7,sha256:29082285457faade1c373582f2fef2bec4ba46af371a8b8b3907a25203ceefc7,7x7,6,2,7,"A+B+C+D+E+F",64,true,46,Medium,98,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1650,64,1,false,1,"m52-candidate-520068+m52-candidate-520114+m52-candidate-520166+m52-candidate-520176+m52-candidate-520196+m52-candidate-520221+m52-candidate-520233+m52-candidate-520241+m52-candidate-520323+m52-candidate-520332",142:mastery-set
m52-candidate-520156,143,520156,m52-advanced-continuation-v1,2,sha256:d66c3c5c31dbe56aac669a22ae3ecd6ea81a0abd8abd7d2f0caa0df670368b26,sha256:e3592130bf66f921b00e48c9ac0424ec4d4f76dd47bd323b38befd61a29cfa55,7x7,6,2,5,"A+B+C+D+E+F",64,true,46,Medium,99,ACCEPT,"",0.0000,0.1667,3.5000,6,0,2,2,4,1,0,0,0,0.1391,64,1,false,1,"m52-candidate-520039+m52-candidate-520044+m52-candidate-520058+m52-candidate-520089+m52-candidate-520137+m52-candidate-520144+m52-candidate-520195+m52-candidate-520229+m52-candidate-520296+m52-candidate-520341",143:mastery-set
m52-candidate-520157,144,520157,m52-advanced-continuation-v1,2,sha256:73827a49aa1cbb69d2df6bcff07f70567d8b9d3d8d02b1a14546148fa4725e4d,sha256:1f580129bb8eb5ff8ce8b6287aa664f4fe99cabe11082fed1a9459742606f523,7x7,6,2,7,"A+B+C+D+E+F",64,true,49,Medium,98,ACCEPT,"",0.0000,0.1667,3.0000,5,0,2,2,4,1,0,0,0,0.1650,48,1,false,1,"m52-candidate-520047+m52-candidate-520084+m52-candidate-520127+m52-candidate-520140+m52-candidate-520149+m52-candidate-520173+m52-candidate-520212+m52-candidate-520290",144:mastery-set
